customer_id,monthly_revenue,customer_lifespan_months,customer_lifetime_value,segment
3804,4083,22,89826,High Value
7588,1173,17,19941,High Value
3926,8643,13,112359,Mid Value
23252,290,48,13920,Low Value
15793,2140,5,10700,Mid Value
28634,5852,2,11704,High Value
5906,5805,56,325080,High Value
9810,5554,49,272146,Low Value
4056,3101,11,34111,Mid Value
26211,5067,15,76005,High Value
28774,6127,24,147048,High Value
3721,912,6,5472,High Value
419,1277,39,49803,High Value
12799,9932,53,526396,Mid Value
9284,3515,29,101935,High Value
128,4686,24,112464,Low Value
22134,5469,9,49221,Mid Value
25042,2351,16,37616,Low Value
28177,9968,11,109648,High Value
3947,2041,40,81640,Mid Value
24771,1547,34,52598,Mid Value
20999,3449,16,55184,Mid Value
14896,7767,42,326214,Low Value
26901,2021,3,6063,Mid Value
13423,8892,58,515736,Mid Value
15787,3042,9,27378,Low Value
24524,9866,10,98660,Mid Value
9988,211,5,1055,Mid Value
11823,1938,28,54264,High Value
10022,3721,12,44652,Low Value
29054,690,21,14490,High Value
5484,741,14,10374,High Value
10232,6905,4,27620,High Value
27647,6933,37,256521,High Value
27234,7026,38,266988,Low Value
548,9211,31,285541,Low Value
16806,4554,33,150282,Mid Value
9600,5437,56,304472,Mid Value
18635,4733,55,260315,Mid Value
5481,2802,55,154110,Mid Value
6355,4997,1,4997,High Value
26060,2030,48,97440,High Value
9230,1567,38,59546,Mid Value
8307,5882,54,317628,Mid Value
15620,2944,12,35328,Low Value
9617,5171,13,67223,High Value
3850,8390,35,293650,Mid Value
17383,8710,12,104520,Low Value
25770,3388,12,40656,Mid Value
2412,9479,27,255933,Mid Value
15235,3380,40,135200,High Value
8401,1357,32,43424,Low Value
28391,254,38,9652,Low Value
19405,2211,29,64119,Mid Value
3357,2127,30,63810,High Value
23065,2021,36,72756,Mid Value
3140,2386,12,28632,Mid Value
28567,5347,17,90899,Low Value
28717,3362,45,151290,Low Value
11973,7190,37,266030,Low Value
15474,899,22,19778,Low Value
18238,5729,1,5729,Mid Value
21003,8767,3,26301,High Value
17691,1323,34,44982,High Value
7309,1200,28,33600,High Value
6418,4870,38,185060,Mid Value
17082,4846,22,106612,Mid Value
915,9015,40,360600,Low Value
19287,2738,25,68450,Low Value
9912,4875,50,243750,Low Value
16145,6134,51,312834,Mid Value
1936,381,22,8382,High Value
22382,4933,35,172655,High Value
22489,8456,8,67648,Low Value
11127,6531,21,137151,Low Value
16456,1272,52,66144,Low Value
10816,9419,5,47095,Mid Value
15608,5119,2,10238,High Value
4099,3486,38,132468,High Value
14908,5765,2,11530,Mid Value
25661,5056,46,232576,High Value
29436,6149,29,178321,Low Value
5968,2050,23,47150,Low Value
15825,3873,4,15492,Low Value
17569,2602,48,124896,Low Value
5756,1948,29,56492,Mid Value
4598,3752,31,116312,Low Value
17211,6963,42,292446,Mid Value
20879,6509,22,143198,Mid Value
5095,2682,59,158238,Low Value
4720,4287,59,252933,Low Value
26842,9585,45,431325,Low Value
7620,822,15,12330,Mid Value
12644,6353,9,57177,High Value
13769,6074,2,12148,Low Value
13970,8614,50,430700,Mid Value
20496,3236,6,19416,Low Value
6678,1000,29,29000,High Value
12655,4967,4,19868,High Value
16290,6946,30,208380,High Value
8773,1365,29,39585,Mid Value
24344,4945,16,79120,Low Value
10216,7259,42,304878,High Value
13416,2781,9,25029,Low Value
27090,393,3,1179,Low Value
3105,4413,52,229476,Low Value
14486,3819,46,175674,High Value
24493,4333,40,173320,Mid Value
11061,7235,17,122995,Mid Value
4581,2622,22,57684,High Value
6426,3351,39,130689,Low Value
690,7990,27,215730,Mid Value
1528,8910,6,53460,Mid Value
7250,9424,3,28272,Mid Value
29337,7429,7,52003,Mid Value
7395,968,42,40656,Mid Value
27387,5380,1,5380,Mid Value
1092,2747,28,76916,Low Value
493,8510,25,212750,Low Value
984,9283,49,454867,High Value
10472,4272,49,209328,Mid Value
1734,3017,31,93527,High Value
3515,3261,58,189138,Mid Value
25474,6968,33,229944,High Value
20567,1631,12,19572,Mid Value
17300,606,58,35148,High Value
28103,8518,50,425900,High Value
6026,315,43,13545,High Value
25628,6091,49,298459,High Value
6707,4386,42,184212,Mid Value
27729,876,33,28908,High Value
10345,1921,38,72998,Mid Value
12558,7320,8,58560,Low Value
10199,9821,28,274988,Low Value
12250,8332,3,24996,High Value
6295,5851,6,35106,High Value
7561,1632,56,91392,Mid Value
6863,9939,12,119268,High Value
8721,651,30,19530,Low Value
860,4806,55,264330,High Value
12245,9478,15,142170,Low Value
19273,8652,45,389340,High Value
20870,6768,51,345168,Low Value
4593,1956,5,9780,Low Value
3353,1366,47,64202,Mid Value
1320,6796,45,305820,High Value
15403,3682,5,18410,Low Value
3643,326,37,12062,Mid Value
11068,1296,38,49248,Mid Value
14454,1454,22,31988,Low Value
13495,9358,48,449184,High Value
6605,6885,20,137700,High Value
12296,825,27,22275,Low Value
21486,5746,41,235586,Mid Value
14210,4322,16,69152,High Value
16315,3098,18,55764,Mid Value
12355,9260,10,92600,High Value
21468,2525,20,50500,Low Value
8690,3970,52,206440,Low Value
25915,7730,37,286010,Low Value
5583,7985,56,447160,High Value
27159,8885,2,17770,High Value
18303,9328,14,130592,Low Value
24037,569,40,22760,Low Value
11859,7187,56,402472,High Value
9718,6000,13,78000,Mid Value
22857,1274,25,31850,High Value
5543,2332,52,121264,Mid Value
19865,6314,9,56826,Mid Value
3526,2457,16,39312,Low Value
12944,6705,49,328545,Low Value
13959,5948,10,59480,Mid Value
25416,3403,15,51045,Mid Value
21897,6919,23,159137,Mid Value
14321,6922,10,69220,Low Value
20682,231,56,12936,Low Value
10278,4431,29,128499,Mid Value
27031,1845,46,84870,High Value
27321,270,12,3240,High Value
28302,4696,21,98616,Low Value
29310,4120,45,185400,Mid Value
29891,2208,32,70656,Low Value
25507,5132,50,256600,Mid Value
25029,9492,3,28476,Mid Value
17225,7047,46,324162,Mid Value
7723,5320,49,260680,Low Value
16722,7076,7,49532,Low Value
13546,4942,52,256984,Low Value
14764,4602,42,193284,Low Value
16136,357,3,1071,Low Value
21237,8289,23,190647,Mid Value
29171,4267,45,192015,Mid Value
11795,472,32,15104,High Value
11278,337,32,10784,High Value
4598,6369,15,95535,Low Value
27743,7526,58,436508,Mid Value
2224,3543,41,145263,Low Value
24941,753,32,24096,Low Value
28947,6899,43,296657,Mid Value
20897,9841,8,78728,High Value
13892,5296,8,42368,Mid Value
12524,3014,5,15070,Low Value
9818,1765,40,70600,Mid Value
28549,9982,35,349370,Low Value
11577,1004,58,58232,Low Value
588,6486,22,142692,High Value
7274,7933,16,126928,Mid Value
10619,7991,58,463478,High Value
2951,3441,57,196137,Low Value
3916,8630,4,34520,Low Value
19797,4619,41,189379,Mid Value
967,744,58,43152,Low Value
2658,4171,23,95933,Low Value
13817,2730,14,38220,Mid Value
6733,4440,51,226440,High Value
21469,7082,22,155804,Mid Value
24257,5328,33,175824,Mid Value
21338,7686,39,299754,High Value
27418,8630,48,414240,Mid Value
11189,794,58,46052,Low Value
1963,3508,4,14032,High Value
14367,5828,49,285572,Mid Value
4927,1896,21,39816,Mid Value
24867,966,21,20286,Mid Value
4532,8533,47,401051,Low Value
27640,8896,38,338048,Mid Value
13343,3662,34,124508,Low Value
26955,1348,55,74140,Mid Value
25377,1345,31,41695,Mid Value
2213,9282,11,102102,High Value
2650,6970,19,132430,Mid Value
8487,8801,36,316836,High Value
17006,9140,1,9140,High Value
23101,5906,24,141744,Mid Value
23859,8378,40,335120,High Value
23577,748,46,34408,Mid Value
16241,8554,39,333606,High Value
6266,2742,15,41130,Low Value
21431,4025,6,24150,Mid Value
22051,7692,26,199992,Low Value
7630,8693,52,452036,Mid Value
9412,7721,17,131257,High Value
29983,6931,28,194068,Low Value
14422,1351,26,35126,Mid Value
24221,6378,5,31890,Mid Value
14962,5402,58,313316,High Value
27734,9617,58,557786,Mid Value
23571,2530,36,91080,Low Value
13185,2401,40,96040,Mid Value
10737,6097,47,286559,Low Value
3687,1876,33,61908,Mid Value
10929,2944,59,173696,Low Value
18626,7850,27,211950,Low Value
1282,2327,46,107042,Low Value
22406,5402,20,108040,High Value
5300,9458,51,482358,Low Value
18001,5941,31,184171,Low Value
23900,7487,25,187175,Low Value
27911,2617,53,138701,Low Value
11575,1499,37,55463,Low Value
25700,9538,35,333830,High Value
15510,9019,53,478007,High Value
15629,3161,53,167533,Low Value
28508,8605,19,163495,Mid Value
28208,9508,44,418352,Mid Value
7895,1462,38,55556,Mid Value
176,7697,3,23091,Low Value
8092,7867,59,464153,Low Value
25801,4853,48,232944,High Value
26582,4281,34,145554,Low Value
16612,6820,48,327360,High Value
21989,827,46,38042,Low Value
12199,1381,19,26239,Low Value
21953,2023,40,80920,High Value
8532,3314,34,112676,High Value
11170,3177,33,104841,High Value
10507,9904,35,346640,Low Value
6128,9009,32,288288,High Value
14516,1110,21,23310,High Value
3404,1419,37,52503,Low Value
17379,3049,34,103666,Low Value
2765,3288,6,19728,High Value
29144,3431,57,195567,Mid Value
10971,8868,23,203964,Low Value
23114,3652,43,157036,Mid Value
3935,8541,14,119574,Mid Value
9055,3651,29,105879,Low Value
20101,8747,25,218675,High Value
29899,936,11,10296,High Value
28699,2594,55,142670,High Value
21141,7969,5,39845,Mid Value
8136,4945,32,158240,Low Value
27794,3721,50,186050,Mid Value
26107,6335,26,164710,High Value
28490,1333,17,22661,Mid Value
29338,5090,56,285040,Low Value
6326,5600,19,106400,Low Value
27812,1935,28,54180,High Value
24711,9391,33,309903,Mid Value
8183,6713,28,187964,Low Value
27851,1762,23,40526,High Value
5505,1898,31,58838,Low Value
21952,4652,20,93040,Low Value
20807,4617,18,83106,Low Value
18695,6190,5,30950,Low Value
29904,8987,37,332519,Mid Value
18625,9942,59,586578,Low Value
27386,2636,39,102804,Low Value
12106,9567,54,516618,Mid Value
17466,3787,34,128758,High Value
12440,1693,20,33860,Low Value
24244,7978,45,359010,Mid Value
28877,2244,35,78540,Low Value
9851,3383,17,57511,Low Value
1488,2432,19,46208,Mid Value
9390,4214,22,92708,Mid Value
13785,2002,40,80080,Low Value
27841,6363,44,279972,Mid Value
29773,6256,42,262752,Low Value
3396,2498,31,77438,Mid Value
22178,5134,37,189958,Mid Value
21591,5313,53,281589,Low Value
14680,6761,3,20283,High Value
27174,3710,36,133560,Low Value
23525,7329,48,351792,High Value
12365,1835,55,100925,Low Value
22331,5124,48,245952,Mid Value
8593,7195,26,187070,Mid Value
6733,2941,34,99994,Low Value
7149,2662,22,58564,Low Value
25216,3104,25,77600,High Value
19401,966,50,48300,High Value
19496,8773,29,254417,Mid Value
17314,8105,7,56735,Low Value
17024,7645,26,198770,Mid Value
22156,2132,57,121524,Mid Value
20163,5211,22,114642,Low Value
3387,9656,39,376584,High Value
18461,4370,2,8740,Low Value
3004,6088,52,316576,Mid Value
16072,7585,15,113775,High Value
9451,352,18,6336,High Value
22349,1089,36,39204,High Value
15639,7781,11,85591,High Value
28901,7889,29,228781,Mid Value
8826,845,52,43940,Low Value
19441,6402,5,32010,Mid Value
17280,9941,54,536814,Low Value
1655,4181,46,192326,Mid Value
822,2391,4,9564,Low Value
5807,5519,48,264912,High Value
14214,9665,38,367270,High Value
19822,5199,47,244353,Mid Value
10994,2903,48,139344,High Value
19264,6368,10,63680,High Value
15960,2475,11,27225,High Value
18657,4750,22,104500,Low Value
24168,8704,10,87040,High Value
22179,7631,57,434967,Mid Value
644,9249,37,342213,Mid Value
27389,238,31,7378,Mid Value
26091,3474,31,107694,High Value
15417,5001,11,55011,High Value
10208,4859,55,267245,High Value
15836,337,20,6740,Mid Value
12259,3128,25,78200,Mid Value
8577,6266,13,81458,Low Value
13930,7831,49,383719,Mid Value
26474,7609,59,448931,Mid Value
22918,6354,30,190620,Low Value
914,8524,2,17048,Low Value
12304,7769,53,411757,Low Value
11840,3794,50,189700,Low Value
23294,5687,10,56870,Low Value
21062,4978,43,214054,Low Value
6382,8446,10,84460,High Value
22629,8187,29,237423,High Value
9542,4429,24,106296,Mid Value
6064,6889,18,124002,Low Value
20938,3358,47,157826,Mid Value
25577,9072,49,444528,Low Value
26467,4683,52,243516,Low Value
13586,7507,34,255238,Low Value
23674,7606,54,410724,High Value
19424,660,2,1320,High Value
14141,1699,43,73057,High Value
10415,9664,36,347904,Mid Value
210,4857,47,228279,Mid Value
8780,3466,31,107446,High Value
9787,9299,39,362661,Low Value
17312,3950,14,55300,High Value
24289,3152,23,72496,Low Value
14094,838,51,42738,High Value
7664,9327,9,83943,Mid Value
3325,7937,58,460346,Mid Value
13144,2216,38,84208,Mid Value
7081,8095,28,226660,Mid Value
17409,5552,43,238736,Low Value
26273,1416,19,26904,High Value
26845,1589,40,63560,High Value
16650,2204,28,61712,Low Value
23742,716,25,17900,Low Value
12641,2977,1,2977,Low Value
25464,2895,7,20265,High Value
28544,4757,18,85626,Mid Value
19845,889,37,32893,Mid Value
26812,6530,53,346090,Mid Value
9286,3816,8,30528,Mid Value
5051,649,7,4543,Mid Value
16171,7182,46,330372,Low Value
9051,7530,24,180720,Mid Value
3592,2973,56,166488,Mid Value
5320,3705,23,85215,High Value
7145,3747,33,123651,Mid Value
25866,6333,45,284985,High Value
21693,7577,29,219733,High Value
28659,1849,39,72111,Low Value
473,8232,24,197568,Low Value
24611,3284,57,187188,Low Value
848,9034,48,433632,High Value
23161,6239,42,262038,Low Value
28226,6530,45,293850,High Value
22864,5174,14,72436,Mid Value
1883,228,43,9804,High Value
12869,548,2,1096,High Value
1266,3861,2,7722,Mid Value
2899,3663,3,10989,High Value
11390,8507,46,391322,Mid Value
5499,5581,16,89296,Low Value
20405,2262,36,81432,Mid Value
21769,5819,48,279312,Mid Value
25089,9561,53,506733,Mid Value
8259,1975,40,79000,Mid Value
25310,9017,28,252476,Low Value
16476,4374,37,161838,Low Value
4599,907,25,22675,Low Value
28341,369,43,15867,Low Value
8758,8166,52,424632,High Value
17126,9689,51,494139,Low Value
29530,5579,46,256634,High Value
19513,2938,26,76388,Low Value
27536,2928,1,2928,Mid Value
20975,7506,31,232686,Mid Value
16492,316,57,18012,Low Value
17441,1936,32,61952,Low Value
24172,6627,21,139167,Mid Value
27788,6110,13,79430,High Value
7391,476,51,24276,Mid Value
10445,9240,35,323400,Mid Value
17099,8700,18,156600,Low Value
14186,2294,21,48174,High Value
6489,352,40,14080,Mid Value
4700,9345,46,429870,High Value
1099,9101,14,127414,Mid Value
20592,8492,17,144364,Low Value
28416,5192,38,197296,Low Value
1565,6311,37,233507,High Value
8470,2618,44,115192,Low Value
3963,2438,31,75578,Low Value
4996,2828,2,5656,Mid Value
1769,8354,24,200496,High Value
17783,1290,1,1290,High Value
27211,2753,53,145909,Low Value
291,7889,42,331338,Low Value
1812,5374,20,107480,Mid Value
7934,9267,54,500418,Mid Value
20671,3977,59,234643,High Value
15204,1060,51,54060,Mid Value
13437,6575,41,269575,Low Value
5618,2499,56,139944,Low Value
17902,7576,8,60608,Low Value
10022,8424,35,294840,Low Value
2021,327,54,17658,Mid Value
27075,7180,27,193860,Mid Value
4614,916,14,12824,Low Value
27090,9047,51,461397,Low Value
1164,6008,25,150200,High Value
20686,4552,32,145664,Low Value
1982,630,36,22680,Mid Value
360,7874,49,385826,Mid Value
1880,4245,56,237720,Mid Value
20874,8970,2,17940,High Value
10927,1723,58,99934,Low Value
4745,4034,35,141190,Mid Value
5798,5280,40,211200,Mid Value
12876,2565,51,130815,Low Value
400,886,15,13290,High Value
25848,7398,53,392094,Low Value
4732,1338,19,25422,Low Value
29257,5225,30,156750,Mid Value
10652,6107,57,348099,Low Value
6504,1737,48,83376,High Value
5521,7809,55,429495,High Value
19318,9598,41,393518,Mid Value
7880,6284,30,188520,Mid Value
25847,8467,11,93137,High Value
17446,8360,29,242440,Low Value
10574,842,31,26102,Mid Value
27457,9421,39,367419,Low Value
24745,2984,10,29840,Mid Value
17485,4363,41,178883,Mid Value
11618,7388,59,435892,Low Value
27467,1292,26,33592,Mid Value
4800,6891,28,192948,High Value
4831,6816,8,54528,Low Value
28158,9559,38,363242,High Value
12651,7861,8,62888,High Value
14135,5476,17,93092,Mid Value
13176,8902,3,26706,High Value
27125,6541,19,124279,Low Value
29736,5971,51,304521,Low Value
21614,3441,31,106671,Low Value
8193,8779,8,70232,Mid Value
2303,1630,21,34230,Low Value
14042,7447,30,223410,Mid Value
27670,7048,50,352400,Mid Value
22713,7099,31,220069,Low Value
10668,6764,18,121752,High Value
21448,4798,28,134344,Mid Value
27589,6594,36,237384,Low Value
1568,3420,26,88920,Mid Value
26723,7078,40,283120,High Value
29647,3712,29,107648,Mid Value
18007,1865,26,48490,High Value
4591,5892,29,170868,High Value
28350,4736,10,47360,Mid Value
18884,6269,38,238222,Mid Value
15887,6360,45,286200,Mid Value
6107,7746,46,356316,High Value
10156,9016,50,450800,Mid Value
22648,6019,29,174551,High Value
10290,6630,55,364650,Low Value
6862,5703,30,171090,Mid Value
25343,6294,25,157350,Mid Value
26309,2322,30,69660,Mid Value
11190,2382,21,50022,Mid Value
7949,1583,14,22162,Mid Value
1338,2454,54,132516,Low Value
27301,7086,3,21258,Low Value
22193,6807,2,13614,Mid Value
29050,8816,33,290928,Low Value
25069,449,44,19756,Low Value
21781,9377,14,131278,High Value
27768,9863,51,503013,Mid Value
5353,7562,9,68058,Mid Value
23784,6775,15,101625,High Value
19879,9158,53,485374,Mid Value
1522,8775,16,140400,Mid Value
1519,4139,36,149004,High Value
27560,364,4,1456,Mid Value
29199,2876,53,152428,High Value
27652,2485,51,126735,High Value
18172,2554,56,143024,Low Value
21737,4342,14,60788,Mid Value
29699,1813,8,14504,Mid Value
15388,6513,27,175851,Mid Value
5628,4410,8,35280,High Value
16990,6573,16,105168,Low Value
19523,4523,18,81414,High Value
5935,6706,56,375536,Low Value
15688,7122,6,42732,Mid Value
9429,7490,9,67410,Mid Value
21841,1908,19,36252,Low Value
10778,1174,24,28176,High Value
2880,8439,39,329121,Low Value
4271,9466,6,56796,Low Value
24687,7823,11,86053,Mid Value
27908,1342,2,2684,Mid Value
23656,7105,7,49735,High Value
13414,7575,31,234825,Mid Value
28219,8069,37,298553,High Value
16573,8526,11,93786,Low Value
18685,6311,1,6311,Low Value
25765,7193,35,251755,High Value
17876,4883,35,170905,High Value
27469,745,39,29055,Low Value
3264,8352,6,50112,Mid Value
18228,5760,7,40320,Mid Value
21539,1604,4,6416,Low Value
13316,6904,38,262352,Mid Value
13677,3857,3,11571,Mid Value
12831,8404,45,378180,High Value
15515,377,8,3016,Low Value
23340,2974,2,5948,High Value
28170,3990,11,43890,Low Value
7740,9155,59,540145,High Value
16716,6619,26,172094,Mid Value
20219,7110,28,199080,Low Value
4206,6787,51,346137,High Value
15941,3941,14,55174,Mid Value
18509,5887,6,35322,High Value
23656,3558,4,14232,High Value
8360,9789,39,381771,Mid Value
29392,6735,58,390630,High Value
22813,4916,14,68824,Mid Value
16851,1920,17,32640,Mid Value
3624,9668,8,77344,Mid Value
5490,3084,15,46260,Mid Value
11988,1819,3,5457,Mid Value
88,6474,58,375492,Mid Value
6733,8015,55,440825,High Value
27383,347,25,8675,Mid Value
18320,5003,39,195117,Low Value
20758,1374,6,8244,High Value
570,6268,29,181772,Low Value
9027,5375,20,107500,Low Value
17746,4164,58,241512,Mid Value
11969,2796,31,86676,Mid Value
3687,2750,24,66000,Mid Value
24741,4195,48,201360,High Value
2882,8623,29,250067,High Value
24441,453,39,17667,Low Value
