employee_id,training_program,training_hours,completion_status
20894,Technical,53,Completed
43583,Soft Skills,76,Completed
50114,Leadership,52,Completed
48804,Soft Skills,13,Completed
50786,Compliance,93,In Progress
40891,Compliance,6,In Progress
58401,Technical,35,Completed
31289,Technical,34,In Progress
40123,Compliance,18,In Progress
28770,Compliance,101,Completed
6827,Technical,64,Completed
19514,Compliance,17,Completed
17089,Technical,20,Completed
7965,Compliance,95,In Progress
19364,Soft Skills,40,Completed
46406,Soft Skills,12,Completed
56112,Leadership,107,Completed
8475,Leadership,6,Completed
1477,Leadership,89,In Progress
12802,Technical,114,Completed
33788,Soft Skills,28,Completed
34982,Compliance,40,Completed
12329,Technical,63,Completed
27022,Technical,92,Completed
55132,Compliance,97,Completed
30193,Leadership,58,Completed
51718,Soft Skills,29,In Progress
9608,Compliance,16,In Progress
54093,Leadership,110,Completed
4211,Leadership,118,In Progress
53291,Leadership,45,Completed
40026,Soft Skills,54,Completed
45943,Technical,119,Completed
19728,Compliance,99,Completed
58115,Compliance,71,Completed
12544,Leadership,114,Completed
22652,Soft Skills,6,Completed
31529,Compliance,72,Completed
56108,Compliance,45,In Progress
8101,Leadership,79,In Progress
16944,Technical,74,Completed
31662,Soft Skills,34,Completed
33488,Compliance,17,Completed
33418,Compliance,102,Completed
4739,Compliance,115,Completed
9482,Technical,38,Completed
5936,Compliance,111,Completed
27368,Leadership,112,Completed
19042,Compliance,45,Completed
37397,Compliance,10,Completed
15897,Compliance,13,In Progress
26664,Technical,22,Completed
7109,Technical,21,In Progress
57334,Technical,47,In Progress
11827,Leadership,51,Completed
9602,Soft Skills,18,Completed
19250,Soft Skills,37,In Progress
10752,Compliance,20,Completed
59878,Leadership,81,Completed
57786,Compliance,95,Completed
58491,Technical,118,Completed
56325,Compliance,6,In Progress
33958,Compliance,75,Completed
15505,Compliance,94,In Progress
8731,Compliance,6,In Progress
22419,Leadership,59,Completed
24517,Leadership,82,Completed
46734,Leadership,100,Completed
25243,Technical,43,Completed
36606,Leadership,23,Completed
52900,Compliance,97,Completed
41725,Compliance,94,Completed
20541,Technical,71,Completed
49816,Leadership,64,Completed
18181,Leadership,65,Completed
7132,Compliance,44,Completed
19875,Leadership,56,In Progress
20812,Technical,32,Completed
3055,Soft Skills,112,Completed
40028,Leadership,29,Completed
39605,Compliance,74,Completed
57055,Technical,94,Completed
22937,Leadership,118,Completed
31246,Technical,6,Completed
56102,Soft Skills,65,In Progress
41218,Leadership,49,Completed
53225,Leadership,96,Completed
57488,Compliance,107,Completed
41687,Technical,16,In Progress
56962,Leadership,41,Completed
54160,Technical,63,Completed
8699,Leadership,119,Completed
43490,Compliance,107,Completed
56,Compliance,52,In Progress
2764,Leadership,75,In Progress
50370,Compliance,40,In Progress
3983,Technical,41,Completed
41385,Leadership,81,Completed
19563,Soft Skills,73,In Progress
33049,Leadership,58,Completed
16338,Compliance,86,In Progress
32450,Leadership,29,Completed
52445,Technical,46,In Progress
22931,Compliance,46,Completed
13090,Technical,105,Completed
21637,Soft Skills,112,Completed
9540,Compliance,59,In Progress
54995,Technical,101,In Progress
52463,Soft Skills,45,Completed
16719,Technical,82,Completed
11197,Leadership,40,Completed
58857,Soft Skills,60,In Progress
16012,Soft Skills,109,In Progress
3246,Technical,59,In Progress
42745,Soft Skills,84,Completed
53690,Leadership,56,Completed
24701,Soft Skills,88,In Progress
36911,Soft Skills,55,Completed
32839,Leadership,37,Completed
29022,Soft Skills,17,Completed
47484,Technical,100,In Progress
34995,Technical,108,In Progress
49560,Technical,29,Completed
6037,Compliance,28,In Progress
44946,Compliance,43,In Progress
55753,Leadership,16,In Progress
50165,Soft Skills,63,Completed
39332,Leadership,93,In Progress
42809,Soft Skills,77,Completed
16030,Leadership,5,Completed
8523,Technical,113,Completed
16972,Soft Skills,103,Completed
37202,Compliance,62,Completed
12350,Technical,19,Completed
58094,Technical,19,Completed
4118,Compliance,89,Completed
16211,Compliance,93,Completed
56064,Compliance,103,In Progress
20369,Soft Skills,95,Completed
40933,Soft Skills,15,Completed
57632,Soft Skills,116,Completed
25587,Soft Skills,64,Completed
57587,Leadership,32,Completed
9102,Soft Skills,81,Completed
18794,Leadership,27,In Progress
33959,Compliance,8,Completed
52186,Leadership,74,Completed
273,Soft Skills,107,In Progress
15368,Technical,21,Completed
54891,Soft Skills,33,Completed
54440,Soft Skills,115,Completed
15321,Soft Skills,26,In Progress
10725,Technical,104,In Progress
11289,Compliance,19,Completed
54754,Compliance,39,In Progress
8211,Compliance,49,Completed
27706,Leadership,69,In Progress
11888,Technical,31,In Progress
45927,Technical,76,Completed
12774,Soft Skills,52,Completed
9606,Compliance,18,Completed
59349,Technical,56,In Progress
18080,Compliance,91,Completed
17091,Technical,87,Completed
15065,Compliance,73,Completed
22694,Compliance,43,In Progress
34441,Technical,115,In Progress
58171,Technical,15,In Progress
36305,Soft Skills,84,Completed
14621,Compliance,47,Completed
21508,Soft Skills,22,Completed
8890,Technical,67,Completed
8864,Soft Skills,72,Completed
53388,Leadership,112,In Progress
9142,Technical,12,In Progress
988,Leadership,79,Completed
41000,Technical,119,In Progress
24560,Leadership,46,Completed
53919,Technical,79,In Progress
735,Compliance,84,Completed
4409,Compliance,28,Completed
29388,Soft Skills,71,Completed
13089,Technical,12,Completed
38616,Technical,105,Completed
35273,Leadership,24,Completed
50908,Soft Skills,118,Completed
8348,Soft Skills,27,Completed
18615,Leadership,35,Completed
54760,Leadership,117,Completed
34985,Technical,13,Completed
10747,Technical,98,In Progress
17453,Leadership,62,In Progress
24003,Technical,75,Completed
37670,Leadership,114,Completed
1182,Technical,116,Completed
24018,Compliance,62,Completed
53259,Soft Skills,98,Completed
9397,Leadership,71,Completed
4025,Soft Skills,48,In Progress
34933,Leadership,114,Completed
13617,Soft Skills,24,In Progress
23587,Leadership,85,Completed
15389,Compliance,13,Completed
59335,Leadership,27,In Progress
49575,Soft Skills,31,In Progress
13243,Compliance,68,In Progress
48729,Compliance,29,In Progress
53377,Soft Skills,23,Completed
52906,Leadership,99,Completed
10983,Leadership,61,In Progress
42629,Soft Skills,65,Completed
3183,Leadership,91,Completed
21936,Soft Skills,39,In Progress
21444,Technical,100,In Progress
8104,Technical,25,Completed
40825,Leadership,65,Completed
38185,Soft Skills,55,Completed
43999,Technical,39,Completed
1288,Compliance,72,In Progress
15242,Soft Skills,28,In Progress
25687,Leadership,108,Completed
2986,Compliance,105,Completed
32612,Soft Skills,48,In Progress
39999,Compliance,119,In Progress
34095,Soft Skills,17,Completed
39648,Technical,71,Completed
51997,Technical,22,Completed
34624,Soft Skills,6,Completed
33946,Leadership,112,Completed
20009,Technical,64,Completed
43053,Technical,12,Completed
23397,Compliance,103,In Progress
16090,Soft Skills,42,In Progress
44528,Technical,37,In Progress
33789,Leadership,52,Completed
14423,Technical,93,Completed
5476,Leadership,53,Completed
36045,Compliance,35,Completed
3653,Technical,119,Completed
39270,Technical,63,Completed
18545,Soft Skills,17,In Progress
5008,Technical,45,Completed
11079,Compliance,105,Completed
58800,Compliance,6,Completed
3746,Leadership,22,Completed
54482,Compliance,34,In Progress
30884,Technical,107,Completed
1363,Compliance,100,Completed
21618,Compliance,83,In Progress
45025,Compliance,78,Completed
22406,Leadership,24,Completed
13222,Soft Skills,31,Completed
10074,Leadership,11,In Progress
2019,Technical,31,Completed
34192,Soft Skills,86,Completed
12409,Soft Skills,45,Completed
10192,Compliance,81,Completed
6636,Compliance,114,Completed
18778,Technical,85,Completed
30358,Compliance,8,Completed
1331,Soft Skills,9,Completed
17537,Soft Skills,27,In Progress
46691,Leadership,78,Completed
14142,Leadership,83,Completed
52473,Technical,96,Completed
12578,Soft Skills,24,Completed
59972,Technical,103,Completed
20140,Compliance,23,Completed
30241,Compliance,84,Completed
32494,Compliance,38,Completed
54580,Technical,70,Completed
49545,Soft Skills,19,Completed
31993,Soft Skills,85,Completed
40260,Soft Skills,51,Completed
39114,Soft Skills,74,Completed
39452,Leadership,66,Completed
44736,Technical,91,Completed
19156,Technical,50,Completed
43837,Leadership,72,Completed
30315,Leadership,36,In Progress
32414,Technical,88,In Progress
53775,Technical,11,Completed
34965,Soft Skills,72,Completed
27814,Soft Skills,29,Completed
53864,Technical,38,In Progress
49444,Soft Skills,78,In Progress
58319,Compliance,72,In Progress
11470,Compliance,17,Completed
54143,Leadership,88,In Progress
215,Leadership,102,In Progress
29377,Compliance,77,In Progress
19611,Soft Skills,12,Completed
16240,Leadership,58,Completed
49449,Compliance,91,Completed
12864,Leadership,61,Completed
28237,Leadership,109,Completed
17743,Technical,51,Completed
51555,Technical,90,Completed
24734,Soft Skills,105,Completed
51341,Leadership,34,Completed
38645,Soft Skills,7,Completed
42091,Leadership,102,Completed
27127,Technical,20,Completed
533,Compliance,106,Completed
57976,Leadership,74,Completed
42457,Soft Skills,88,Completed
26985,Technical,67,Completed
21219,Technical,46,Completed
59149,Technical,110,Completed
56463,Soft Skills,31,Completed
33775,Leadership,85,Completed
43080,Technical,27,Completed
1024,Soft Skills,5,Completed
59032,Technical,79,In Progress
54081,Compliance,71,Completed
55290,Compliance,65,In Progress
42431,Compliance,41,Completed
26518,Technical,51,Completed
47353,Compliance,14,In Progress
11725,Soft Skills,31,Completed
5334,Technical,111,In Progress
59632,Technical,74,Completed
3454,Technical,111,In Progress
40030,Soft Skills,86,Completed
22343,Technical,76,Completed
9448,Technical,115,Completed
27894,Technical,89,Completed
52136,Soft Skills,57,In Progress
43204,Soft Skills,84,Completed
33940,Technical,20,Completed
24477,Soft Skills,95,Completed
58907,Compliance,77,In Progress
10484,Compliance,24,Completed
16063,Leadership,17,In Progress
33076,Soft Skills,63,In Progress
56561,Leadership,107,Completed
52730,Leadership,48,Completed
56246,Soft Skills,55,Completed
51407,Leadership,26,Completed
2328,Technical,66,Completed
7744,Technical,47,In Progress
19887,Compliance,95,Completed
40697,Compliance,99,Completed
45820,Soft Skills,75,Completed
32687,Leadership,84,In Progress
4076,Compliance,117,In Progress
3462,Soft Skills,117,In Progress
52195,Technical,28,In Progress
38291,Compliance,7,Completed
2951,Compliance,51,Completed
1606,Leadership,33,In Progress
25698,Leadership,107,Completed
50243,Technical,15,In Progress
57727,Leadership,90,In Progress
49482,Compliance,75,Completed
33429,Compliance,53,Completed
25810,Technical,13,In Progress
54961,Compliance,42,In Progress
40097,Technical,31,Completed
16858,Soft Skills,113,Completed
31997,Leadership,54,Completed
48823,Technical,119,Completed
54039,Soft Skills,71,Completed
12222,Compliance,6,Completed
37837,Leadership,113,Completed
47505,Compliance,94,Completed
34620,Leadership,8,In Progress
13075,Leadership,36,Completed
17040,Leadership,105,Completed
55204,Leadership,12,In Progress
45778,Technical,32,Completed
59962,Soft Skills,75,Completed
18378,Compliance,64,Completed
36595,Leadership,94,Completed
58707,Compliance,77,Completed
49449,Leadership,24,Completed
20106,Leadership,106,Completed
14874,Soft Skills,112,Completed
6603,Technical,76,Completed
28978,Leadership,36,Completed
50240,Soft Skills,91,Completed
17845,Compliance,11,In Progress
55240,Leadership,40,In Progress
23428,Soft Skills,101,Completed
10551,Technical,82,In Progress
4741,Compliance,93,Completed
41184,Soft Skills,60,In Progress
3300,Soft Skills,102,Completed
7851,Compliance,11,Completed
59135,Compliance,114,Completed
3722,Technical,13,Completed
39941,Leadership,79,In Progress
27707,Soft Skills,36,Completed
24069,Leadership,91,Completed
3977,Soft Skills,74,In Progress
44600,Compliance,12,Completed
23696,Compliance,59,In Progress
59399,Technical,11,Completed
46610,Leadership,104,Completed
42508,Leadership,112,Completed
17179,Soft Skills,43,In Progress
54611,Soft Skills,81,Completed
36403,Compliance,109,Completed
18051,Leadership,87,In Progress
52450,Technical,17,In Progress
32810,Soft Skills,47,In Progress
26790,Compliance,61,Completed
46940,Soft Skills,29,In Progress
21766,Technical,15,In Progress
5296,Soft Skills,21,Completed
4111,Leadership,35,In Progress
43209,Compliance,108,Completed
55726,Compliance,12,Completed
14044,Compliance,17,In Progress
42764,Soft Skills,118,Completed
3936,Soft Skills,19,Completed
7003,Soft Skills,8,Completed
49008,Soft Skills,9,In Progress
9333,Soft Skills,51,In Progress
40100,Technical,93,Completed
30906,Soft Skills,25,Completed
48609,Compliance,46,Completed
55800,Soft Skills,38,In Progress
31438,Leadership,41,Completed
5338,Technical,62,In Progress
55522,Compliance,66,In Progress
51001,Soft Skills,4,Completed
41689,Technical,55,In Progress
40134,Compliance,38,Completed
55693,Leadership,85,Completed
3073,Soft Skills,95,Completed
1862,Compliance,34,In Progress
26267,Soft Skills,73,Completed
25734,Technical,53,Completed
22676,Technical,69,In Progress
38113,Compliance,41,Completed
22699,Soft Skills,81,Completed
59675,Technical,93,In Progress
51329,Soft Skills,19,Completed
58057,Compliance,71,Completed
23043,Leadership,88,Completed
21482,Technical,76,Completed
7784,Soft Skills,27,Completed
20744,Soft Skills,8,Completed
56640,Technical,99,Completed
31194,Technical,88,In Progress
27512,Soft Skills,45,Completed
35837,Leadership,25,Completed
29436,Compliance,60,Completed
36310,Leadership,76,In Progress
33780,Technical,93,Completed
18529,Leadership,107,Completed
33821,Leadership,16,Completed
16257,Technical,33,Completed
702,Technical,32,Completed
1640,Technical,27,Completed
19897,Technical,118,Completed
48145,Compliance,62,Completed
58591,Compliance,13,Completed
33249,Compliance,107,Completed
8953,Technical,62,Completed
57588,Soft Skills,33,In Progress
25345,Technical,81,Completed
39570,Compliance,107,Completed
37309,Technical,95,Completed
49653,Compliance,77,Completed
15983,Technical,93,In Progress
7127,Technical,8,In Progress
10259,Leadership,109,In Progress
29750,Soft Skills,27,Completed
14838,Compliance,21,In Progress
8727,Leadership,75,In Progress
54188,Leadership,9,Completed
49740,Soft Skills,93,Completed
50993,Soft Skills,98,Completed
54310,Soft Skills,77,In Progress
1124,Leadership,37,Completed
11959,Technical,59,In Progress
10728,Technical,78,Completed
50823,Soft Skills,65,In Progress
35296,Leadership,25,Completed
50123,Soft Skills,63,Completed
54131,Soft Skills,113,Completed
30109,Technical,105,In Progress
15761,Technical,119,In Progress
33218,Compliance,50,In Progress
55705,Technical,93,In Progress
10504,Soft Skills,35,In Progress
56883,Leadership,117,Completed
48078,Leadership,20,Completed
41654,Soft Skills,79,Completed
24794,Compliance,45,Completed
47202,Soft Skills,106,Completed
28231,Compliance,70,Completed
26495,Compliance,32,Completed
45511,Compliance,77,Completed
44688,Leadership,80,Completed
26923,Soft Skills,10,In Progress
40862,Technical,10,Completed
41932,Technical,46,In Progress
57751,Soft Skills,28,In Progress
53164,Technical,35,Completed
53752,Soft Skills,74,Completed
24822,Compliance,31,In Progress
57479,Leadership,54,In Progress
12292,Compliance,39,In Progress
48168,Technical,23,Completed
19035,Leadership,82,Completed
34544,Compliance,49,Completed
57608,Technical,7,Completed
33641,Leadership,91,In Progress
