department,current_headcount,projected_growth_pct,future_headcount
HR,84,-9.05,76.0
Tech,296,2.55,304.0
Tech,180,2.99,185.0
Sales,220,13.76,250.0
HR,47,21.16,57.0
Tech,277,17.91,327.0
HR,174,9.33,190.0
Sales,98,13.11,111.0
HR,141,11.41,157.0
Tech,20,18.72,24.0
Finance,94,24.04,117.0
HR,74,-3.74,71.0
HR,73,22.68,90.0
Finance,196,12.62,221.0
HR,33,15.29,38.0
Tech,126,19.72,151.0
Sales,125,24.31,155.0
Sales,143,7.86,154.0
HR,158,20.1,190.0
Tech,10,8.23,11.0
Sales,249,14.39,285.0
Sales,168,13.77,191.0
Tech,24,18.32,28.0
Tech,81,2.46,83.0
HR,64,9.69,70.0
Sales,292,-4.12,280.0
Sales,92,18.79,109.0
Tech,53,-4.07,51.0
Finance,122,-1.06,121.0
HR,84,0.79,85.0
Finance,40,2.34,41.0
Tech,51,-6.64,48.0
HR,223,22.52,273.0
Tech,202,21.29,245.0
HR,12,14.9,14.0
Tech,155,8.7,168.0
Finance,146,8.47,158.0
Finance,45,-8.75,41.0
Sales,9,-3.57,9.0
Finance,29,5.7,31.0
Sales,207,23.8,256.0
Finance,207,5.59,219.0
HR,193,23.02,237.0
Sales,185,-7.94,170.0
Finance,99,20.85,120.0
Finance,8,18.38,9.0
HR,295,12.95,333.0
HR,46,6.64,49.0
HR,74,-8.99,67.0
Finance,252,2.65,259.0
HR,250,-9.93,225.0
Finance,233,24.95,291.0
Tech,23,-7.33,21.0
Tech,273,15.58,316.0
Finance,171,-6.06,161.0
HR,290,23.71,359.0
Sales,189,5.21,199.0
HR,210,-2.1,206.0
Finance,296,20.85,358.0
Tech,223,19.39,266.0
Finance,289,13.22,327.0
Sales,74,-8.71,68.0
Finance,95,10.86,105.0
Finance,95,-0.29,95.0
HR,111,0.43,111.0
HR,217,7.59,233.0
Finance,265,21.78,323.0
Tech,295,-5.6,278.0
Tech,121,23.3,149.0
Finance,222,15.53,256.0
Sales,128,3.2,132.0
HR,101,19.65,121.0
Finance,59,0.14,59.0
Tech,111,-3.83,107.0
Finance,59,12.32,66.0
Sales,108,10.13,119.0
Finance,152,13.0,172.0
Finance,56,7.35,60.0
Finance,141,14.04,161.0
Sales,285,3.87,296.0
Sales,153,17.05,179.0
Finance,169,-0.47,168.0
HR,264,22.61,324.0
Sales,221,-4.14,212.0
Finance,254,3.66,263.0
HR,191,-9.25,173.0
HR,68,9.89,75.0
Tech,213,2.12,218.0
Tech,266,14.06,303.0
Tech,123,-4.74,117.0
Sales,90,5.82,95.0
Sales,36,-3.06,35.0
Sales,222,-1.12,220.0
Finance,192,0.12,192.0
HR,70,1.73,71.0
Sales,37,-8.01,34.0
HR,30,13.89,34.0
HR,105,9.08,115.0
Tech,176,12.37,198.0
Tech,175,0.33,176.0
Sales,247,4.74,259.0
Sales,158,6.48,168.0
HR,290,6.24,308.0
Sales,129,11.84,144.0
Tech,43,3.41,44.0
HR,13,9.57,14.0
Sales,181,1.37,183.0
Finance,220,5.03,231.0
Tech,20,12.65,23.0
Tech,180,18.78,214.0
Sales,128,18.02,151.0
Tech,183,9.35,200.0
HR,198,-0.96,196.0
HR,53,-6.17,50.0
Sales,126,15.39,145.0
Tech,192,8.22,208.0
Sales,8,14.94,9.0
Sales,287,6.2,305.0
Finance,63,19.56,75.0
Sales,271,14.99,312.0
Tech,142,20.78,172.0
HR,217,-4.4,207.0
HR,289,6.93,309.0
Tech,149,9.45,163.0
HR,28,-7.39,26.0
Sales,47,16.6,55.0
HR,64,-2.56,62.0
Tech,103,13.04,116.0
Sales,43,0.12,43.0
HR,12,-7.34,11.0
Tech,231,18.71,274.0
Sales,258,-6.22,242.0
Tech,203,19.24,242.0
HR,38,5.29,40.0
Sales,117,-9.97,105.0
Sales,49,12.74,55.0
Finance,83,11.96,93.0
Finance,155,24.59,193.0
Tech,120,0.75,121.0
Sales,273,2.12,279.0
Finance,241,22.65,296.0
Tech,229,-6.41,214.0
Tech,140,0.52,141.0
Sales,35,24.45,44.0
Tech,142,5.94,150.0
HR,86,3.52,89.0
HR,7,5.33,7.0
Sales,223,-4.37,213.0
Finance,224,17.62,263.0
Sales,84,13.02,95.0
Finance,199,6.72,212.0
Sales,14,11.01,16.0
HR,22,17.5,26.0
Tech,111,-4.81,106.0
Sales,197,23.24,243.0
HR,189,14.26,216.0
Sales,257,-7.33,238.0
Sales,124,3.07,128.0
Sales,192,-1.98,188.0
HR,262,7.84,283.0
Finance,119,-7.46,110.0
Finance,297,19.44,355.0
Finance,55,-7.78,51.0
HR,259,16.37,301.0
Sales,222,16.09,258.0
Sales,80,-1.69,79.0
HR,238,12.07,267.0
Tech,277,0.67,279.0
Finance,251,-3.43,242.0
Finance,153,-2.36,149.0
HR,131,6.62,140.0
HR,33,9.81,36.0
Tech,82,-3.27,79.0
Finance,171,17.67,201.0
HR,252,11.32,281.0
HR,160,24.17,199.0
HR,18,24.14,22.0
Tech,141,-7.24,131.0
Sales,292,22.91,359.0
Tech,166,19.92,199.0
Sales,116,13.02,131.0
Sales,120,4.36,125.0
Sales,119,7.21,128.0
Finance,78,-8.32,72.0
Finance,247,22.38,302.0
HR,242,20.4,291.0
Tech,277,-5.48,262.0
Sales,48,-5.84,45.0
Tech,40,12.22,45.0
Tech,58,-1.44,57.0
Tech,266,-3.78,256.0
Sales,250,18.67,297.0
Sales,17,20.75,21.0
HR,229,-0.09,229.0
HR,207,9.95,228.0
Tech,80,-3.27,77.0
Tech,180,9.24,197.0
Tech,245,2.87,252.0
Finance,162,-9.41,147.0
Finance,85,8.98,93.0
Tech,192,19.01,228.0
HR,84,-7.55,78.0
Sales,196,6.13,208.0
HR,124,19.83,149.0
Tech,269,-5.95,253.0
Finance,261,8.2,282.0
Finance,33,18.19,39.0
Tech,218,-0.78,216.0
HR,123,0.67,124.0
HR,129,13.09,146.0
HR,288,23.31,355.0
Sales,257,-0.81,255.0
Finance,54,7.57,58.0
Sales,66,17.23,77.0
HR,216,-4.23,207.0
Finance,250,12.9,282.0
Tech,284,24.55,354.0
Sales,200,-7.12,186.0
HR,130,-0.57,129.0
Tech,56,-2.74,54.0
HR,150,-1.44,148.0
Finance,18,3.19,19.0
HR,231,-9.4,209.0
Tech,102,-9.99,92.0
Finance,82,14.23,94.0
HR,18,24.09,22.0
Sales,8,9.71,9.0
Sales,204,-3.15,198.0
Sales,289,-3.8,278.0
Sales,99,8.79,108.0
Sales,151,24.55,188.0
Finance,170,-1.96,167.0
HR,220,-8.85,201.0
HR,37,21.07,45.0
Finance,129,0.38,129.0
Tech,14,-9.81,13.0
Tech,106,-9.93,95.0
Tech,31,-7.34,29.0
Tech,246,-2.8,239.0
HR,239,-1.52,235.0
Finance,10,-0.91,10.0
Sales,190,0.55,191.0
Tech,253,13.85,288.0
Finance,123,10.0,135.0
Sales,229,-6.89,213.0
Finance,184,-4.21,176.0
HR,147,17.32,172.0
HR,207,24.46,258.0
Sales,193,7.62,208.0
HR,299,13.62,340.0
Tech,186,-0.37,185.0
Finance,33,10.36,36.0
Finance,230,-4.65,219.0
Finance,89,6.27,95.0
Finance,60,16.76,70.0
Tech,18,22.62,22.0
Finance,52,16.47,61.0
Finance,140,-2.78,136.0
Tech,24,-5.05,23.0
HR,144,-5.41,136.0
Sales,208,10.9,231.0
HR,194,21.21,235.0
Sales,222,3.03,229.0
HR,81,-0.87,80.0
Finance,212,22.26,259.0
HR,161,17.92,190.0
Finance,22,8.48,24.0
Tech,90,4.53,94.0
Finance,133,-5.81,125.0
Sales,274,-7.94,252.0
Tech,179,2.82,184.0
Tech,17,24.65,21.0
Sales,49,17.95,58.0
Tech,67,9.98,74.0
Tech,293,-8.84,267.0
Finance,204,10.45,225.0
Finance,171,6.0,181.0
Finance,196,9.39,214.0
Tech,5,10.73,6.0
HR,94,12.73,106.0
HR,126,17.45,148.0
Sales,74,11.67,83.0
HR,259,21.05,314.0
HR,164,-9.47,148.0
Finance,243,20.36,292.0
HR,284,-8.9,259.0
HR,237,8.96,258.0
Finance,279,7.37,300.0
HR,206,-5.14,195.0
Sales,87,3.02,90.0
HR,110,-3.13,107.0
Tech,14,21.01,17.0
Tech,205,7.93,221.0
Sales,134,9.99,147.0
Finance,144,-5.3,136.0
HR,138,9.34,151.0
Finance,229,21.9,279.0
Tech,46,6.79,49.0
Tech,97,0.2,97.0
Sales,273,24.99,341.0
Tech,43,9.17,47.0
Sales,277,12.25,311.0
HR,164,22.87,202.0
Tech,184,0.74,185.0
HR,290,-5.16,275.0
Sales,237,14.57,272.0
Sales,293,-5.1,278.0
HR,63,8.34,68.0
HR,249,24.33,310.0
Sales,159,9.56,174.0
Finance,63,-8.06,58.0
Tech,248,8.53,269.0
Tech,233,-4.85,222.0
Sales,161,19.75,193.0
Sales,15,-7.31,14.0
HR,17,-6.12,16.0
Sales,292,21.15,354.0
Finance,274,8.04,296.0
HR,17,-2.2,17.0
HR,127,22.53,156.0
Finance,103,-6.46,96.0
Sales,58,-5.61,55.0
Finance,48,10.44,53.0
Tech,142,17.57,167.0
Tech,23,3.3,24.0
HR,175,5.34,184.0
HR,9,22.79,11.0
HR,88,20.39,106.0
Tech,219,-2.14,214.0
HR,102,4.99,107.0
Finance,253,21.18,307.0
Tech,12,3.47,12.0
Finance,192,20.33,231.0
HR,84,-2.77,82.0
Sales,123,14.75,141.0
Tech,142,4.0,148.0
Sales,283,-0.12,283.0
Tech,96,-9.31,87.0
Finance,14,5.24,15.0
Sales,217,12.38,244.0
Tech,275,16.49,320.0
Sales,292,-2.49,285.0
Finance,221,15.66,256.0
HR,17,-0.47,17.0
Tech,98,12.96,111.0
Sales,39,8.85,42.0
HR,203,-5.61,192.0
Sales,245,0.16,245.0
Sales,132,22.65,162.0
Sales,114,17.91,134.0
Sales,162,5.87,172.0
Tech,76,-1.09,75.0
Finance,74,18.74,88.0
Finance,33,-2.81,32.0
Tech,101,11.46,113.0
Sales,121,13.7,138.0
Finance,267,9.46,292.0
Finance,18,-1.78,18.0
HR,248,20.57,299.0
Tech,201,-4.24,192.0
HR,72,-1.83,71.0
Sales,234,-8.54,214.0
Finance,233,-2.78,227.0
HR,213,2.78,219.0
Sales,186,11.52,207.0
Finance,91,12.3,102.0
Finance,112,24.34,139.0
Tech,280,20.76,338.0
HR,26,15.45,30.0
Tech,196,-1.81,192.0
Finance,29,7.74,31.0
Tech,196,-4.3,188.0
Tech,170,6.48,181.0
HR,38,23.82,47.0
Sales,153,-0.44,152.0
Sales,73,-5.65,69.0
Sales,50,7.7,54.0
Tech,49,21.6,60.0
Sales,14,24.86,17.0
Tech,192,-9.75,173.0
HR,79,24.17,98.0
Tech,121,-1.27,119.0
Finance,167,-0.11,167.0
Finance,93,0.83,94.0
Finance,114,19.29,136.0
Sales,206,16.81,241.0
Sales,293,-2.97,284.0
Tech,245,-5.85,231.0
Tech,267,-5.05,254.0
Tech,51,-8.68,47.0
Sales,258,-6.81,240.0
Finance,28,5.05,29.0
HR,252,-2.86,245.0
Sales,248,16.01,288.0
Sales,244,-4.93,232.0
HR,141,19.79,169.0
HR,111,9.72,122.0
Finance,125,5.08,131.0
HR,188,6.08,199.0
Finance,180,10.99,200.0
Finance,178,0.3,179.0
Finance,25,18.44,30.0
HR,248,-7.3,230.0
HR,283,-7.46,262.0
HR,46,13.5,52.0
Sales,174,15.44,201.0
HR,30,-1.26,30.0
Sales,14,-9.12,13.0
Finance,287,-6.49,268.0
Tech,152,12.02,170.0
Tech,115,22.02,140.0
Sales,124,18.86,147.0
Sales,140,6.55,149.0
HR,254,-8.11,233.0
HR,25,-9.85,23.0
HR,67,10.46,74.0
Sales,40,-1.23,40.0
HR,264,-4.16,253.0
Tech,164,0.85,165.0
Finance,285,-3.87,274.0
Finance,197,3.73,204.0
Sales,274,5.89,290.0
Tech,259,14.65,297.0
HR,187,1.04,189.0
Sales,197,0.02,197.0
Finance,145,3.93,151.0
Sales,80,2.73,82.0
Finance,102,22.58,125.0
HR,21,9.69,23.0
Finance,51,-2.26,50.0
Tech,168,9.9,185.0
Tech,201,-2.36,196.0
Sales,146,-0.02,146.0
Finance,195,-5.62,184.0
Tech,184,6.11,195.0
Finance,159,0.52,160.0
HR,195,-9.9,176.0
HR,240,-3.0,233.0
HR,81,-8.33,74.0
Tech,30,22.04,37.0
HR,145,6.79,155.0
Tech,237,16.4,276.0
Tech,62,3.47,64.0
Tech,98,-1.92,96.0
HR,64,0.28,64.0
HR,124,-0.3,124.0
Sales,295,-5.24,280.0
Sales,27,15.2,31.0
Sales,82,13.83,93.0
Finance,93,6.94,99.0
Finance,54,-5.04,51.0
Tech,88,14.09,100.0
Sales,220,1.41,223.0
Finance,75,-5.23,71.0
Sales,220,8.79,239.0
HR,181,-8.6,165.0
Sales,211,1.17,213.0
HR,135,23.1,166.0
Sales,132,13.08,149.0
Sales,230,3.01,237.0
Sales,7,4.75,7.0
Tech,37,6.52,39.0
Tech,268,4.2,279.0
Finance,216,21.04,261.0
Sales,18,8.94,20.0
Sales,53,-6.05,50.0
HR,256,3.2,264.0
Tech,184,18.93,219.0
Sales,154,-7.63,142.0
HR,211,-0.53,210.0
HR,296,-2.91,287.0
HR,89,23.86,110.0
Finance,128,2.46,131.0
Finance,249,-7.99,229.0
Sales,94,16.29,109.0
Finance,71,16.04,82.0
Finance,20,16.26,23.0
Sales,188,2.29,192.0
Tech,258,20.78,312.0
Finance,260,-2.52,253.0
Sales,200,9.44,219.0
Tech,135,10.82,150.0
Finance,115,9.84,126.0
Finance,5,-4.72,5.0
HR,179,20.48,216.0
Tech,108,-6.17,101.0
Sales,5,-2.6,5.0
HR,192,17.86,226.0
HR,34,24.2,42.0
HR,145,-8.99,132.0
Tech,238,-5.21,226.0
Sales,242,-4.82,230.0
HR,215,22.67,264.0
HR,25,24.69,31.0
HR,28,19.91,34.0
HR,16,14.39,18.0
Tech,71,-0.55,71.0
Finance,97,7.55,104.0
Tech,91,9.97,100.0
Sales,244,24.54,304.0
Finance,201,12.12,225.0
Tech,34,11.15,38.0
HR,121,5.65,128.0
Tech,156,18.13,184.0
Sales,275,11.47,307.0
Finance,231,11.3,257.0
HR,64,0.83,65.0
Sales,47,7.31,50.0
HR,189,23.99,234.0
Finance,12,7.05,13.0
Tech,52,11.51,58.0
Sales,219,15.76,254.0
HR,229,10.67,253.0
Sales,148,21.4,180.0
Sales,111,-1.54,109.0
Sales,166,3.15,171.0
Finance,125,15.54,144.0
Tech,225,21.95,274.0
HR,122,0.77,123.0
Finance,94,24.46,117.0
Tech,99,9.92,109.0
Sales,42,16.15,49.0
Finance,8,23.85,10.0
Tech,99,23.48,122.0
Tech,26,14.33,30.0
Sales,200,2.09,204.0
HR,70,3.25,72.0
Sales,236,1.71,240.0
Tech,187,14.51,214.0
Sales,90,24.27,112.0
Finance,204,-2.19,200.0
Finance,244,3.12,252.0
HR,237,20.07,285.0
Sales,234,15.81,271.0
Sales,27,3.4,28.0
Finance,147,23.69,182.0
HR,36,-8.98,33.0
Sales,86,2.63,88.0
HR,225,16.95,263.0
Finance,82,10.68,91.0
Sales,49,1.08,50.0
Sales,251,-6.55,235.0
Tech,5,-6.06,5.0
Finance,232,11.91,260.0
HR,36,-7.79,33.0
Finance,212,-0.92,210.0
HR,157,17.5,184.0
Sales,66,10.56,73.0
Finance,214,19.82,256.0
Sales,184,17.68,217.0
Finance,106,8.99,116.0
HR,198,18.78,235.0
Sales,290,5.95,307.0
Tech,247,13.4,280.0
Sales,298,19.87,357.0
Sales,232,22.96,285.0
Finance,231,3.51,239.0
Tech,266,-9.41,241.0
Finance,88,6.94,94.0
Tech,227,-8.45,208.0
Sales,137,1.15,139.0
Finance,160,21.57,195.0
Sales,162,8.5,176.0
Finance,271,-0.22,270.0
Sales,191,0.55,192.0
Sales,113,-9.18,103.0
Tech,8,12.2,9.0
Finance,207,2.09,211.0
HR,5,24.58,6.0
Sales,60,-2.85,58.0
Finance,212,9.27,232.0
Tech,185,-6.89,172.0
Sales,277,-0.07,277.0
Tech,217,20.02,260.0
Sales,275,1.1,278.0
Sales,186,7.78,200.0
Tech,216,24.65,269.0
HR,94,22.77,115.0
Sales,81,12.62,91.0
Tech,287,4.14,299.0
Finance,62,17.31,73.0
Finance,281,-0.76,279.0
Finance,251,14.68,288.0
Sales,128,23.44,158.0
Tech,33,-1.71,32.0
HR,270,4.93,283.0
Finance,284,11.94,318.0
Finance,230,21.29,279.0
Tech,149,5.65,157.0
Finance,124,20.39,149.0
HR,235,20.83,284.0
Tech,183,2.31,187.0
Tech,129,-4.96,123.0
Finance,298,13.14,337.0
Finance,196,-0.98,194.0
HR,283,1.59,287.0
Sales,222,-4.68,212.0
Tech,112,8.54,122.0
Finance,137,-5.99,129.0
Finance,245,19.74,293.0
Sales,104,20.64,125.0
HR,40,21.9,49.0
Sales,79,-2.06,77.0
Finance,238,10.74,264.0
Finance,117,-9.59,106.0
HR,137,12.19,154.0
Tech,204,-4.38,195.0
Sales,82,1.91,84.0
Tech,184,2.05,188.0
Sales,27,14.38,31.0
Tech,150,17.79,177.0
HR,247,7.96,267.0
Tech,133,5.34,140.0
Tech,277,1.26,280.0
HR,297,2.46,304.0
Finance,276,3.41,285.0
Finance,199,-8.36,182.0
Tech,165,24.88,206.0
Finance,28,-7.84,26.0
Tech,180,1.49,183.0
HR,217,-3.19,210.0
Tech,118,-9.81,106.0
Tech,42,1.28,43.0
Finance,51,15.05,59.0
HR,269,19.94,323.0
Tech,137,21.5,166.0
HR,281,2.74,289.0
HR,145,4.31,151.0
Tech,171,-4.31,164.0
Tech,20,19.77,24.0
HR,162,15.49,187.0
Sales,299,21.91,365.0
Tech,236,20.16,284.0
Finance,212,10.49,234.0
Sales,298,-8.34,273.0
Sales,121,9.28,132.0
Tech,154,20.37,185.0
Tech,248,0.35,249.0
Finance,298,3.42,308.0
Tech,171,18.23,202.0
Finance,67,20.18,81.0
HR,276,-8.75,252.0
HR,197,12.79,222.0
Tech,288,-5.1,273.0
Tech,266,11.26,296.0
Finance,233,-4.31,223.0
HR,269,1.5,273.0
HR,270,2.39,276.0
HR,151,18.33,179.0
Tech,53,13.19,60.0
HR,295,5.46,311.0
Sales,253,10.45,279.0
Finance,60,1.58,61.0
Sales,284,0.01,284.0
Sales,24,12.68,27.0
Sales,161,17.35,189.0
Tech,111,24.49,138.0
Finance,240,16.89,281.0
Finance,296,2.07,302.0
Tech,6,-3.31,6.0
Sales,151,20.42,182.0
HR,220,10.39,243.0
Sales,122,13.18,138.0
Sales,118,4.27,123.0
Sales,106,6.66,113.0
Tech,42,8.45,46.0
Sales,207,-2.03,203.0
Tech,178,10.71,197.0
Sales,79,7.63,85.0
Sales,237,22.38,290.0
Sales,233,-3.71,224.0
Sales,226,22.25,276.0
Finance,117,20.74,141.0
Tech,40,3.05,41.0
Finance,170,-1.55,167.0
Finance,250,23.96,310.0
HR,55,-5.55,52.0
Sales,5,-9.22,5.0
Sales,267,-3.68,257.0
HR,122,-6.64,114.0
Sales,126,9.29,138.0
Finance,262,15.25,302.0
HR,248,9.69,272.0
Sales,113,19.93,136.0
HR,129,20.7,156.0
Finance,144,14.46,165.0
Sales,234,10.09,258.0
HR,254,9.28,278.0
Finance,203,22.13,248.0
HR,183,-0.12,183.0
HR,141,5.69,149.0
HR,144,-3.58,139.0
HR,18,20.04,22.0
HR,207,24.23,257.0
Finance,212,19.34,253.0
Tech,284,23.42,351.0
Tech,298,9.28,326.0
HR,248,1.61,252.0
Sales,139,-1.32,137.0
HR,171,10.48,189.0
Tech,212,-0.03,212.0
Sales,131,13.42,149.0
Tech,165,0.85,166.0
HR,58,10.3,64.0
Sales,130,15.92,151.0
Tech,219,13.31,248.0
Tech,238,-3.43,230.0
Finance,284,8.33,308.0
Finance,274,9.48,300.0
Finance,169,21.35,205.0
Sales,16,20.23,19.0
Tech,192,14.69,220.0
Sales,184,-6.38,172.0
Tech,225,-4.49,215.0
HR,292,-6.19,274.0
Sales,60,7.7,65.0
Tech,268,7.89,289.0
Finance,228,-8.26,209.0
Tech,296,2.74,304.0
Tech,190,10.13,209.0
Tech,88,20.9,106.0
HR,207,17.8,244.0
HR,256,0.4,257.0
Finance,148,13.39,168.0
Tech,278,1.25,281.0
HR,122,19.86,146.0
Tech,245,1.55,249.0
Sales,292,19.79,350.0
Tech,63,-2.91,61.0
Finance,46,21.32,56.0
Finance,105,21.64,128.0
Tech,163,-2.43,159.0
HR,55,2.74,57.0
Sales,123,15.75,142.0
Finance,249,15.75,288.0
Tech,265,10.27,292.0
HR,117,2.11,119.0
HR,14,16.85,16.0
Tech,138,10.43,152.0
Finance,46,11.22,51.0
Tech,127,-6.59,119.0
Sales,134,21.25,162.0
Sales,70,21.91,85.0
Finance,38,4.0,40.0
HR,45,19.6,54.0
Sales,166,-8.15,152.0
Tech,225,14.09,257.0
Tech,9,4.04,9.0
Sales,167,3.01,172.0
Tech,268,-0.68,266.0
Tech,77,-8.67,70.0
Finance,166,21.83,202.0
HR,109,-7.57,101.0
Sales,249,10.23,274.0
Tech,244,8.39,264.0
Sales,256,3.88,266.0
Sales,258,24.86,322.0
Finance,123,-8.6,112.0
HR,125,8.44,136.0
Sales,86,13.08,97.0
Finance,191,-3.3,185.0
Finance,96,16.69,112.0
Tech,231,16.19,268.0
HR,175,-8.54,160.0
Tech,277,7.76,298.0
Tech,137,9.3,150.0
Sales,258,17.57,303.0
HR,154,-1.99,151.0
Sales,294,5.87,311.0
Sales,103,13.12,117.0
Tech,229,-3.56,221.0
Tech,30,0.9,30.0
Sales,21,1.87,21.0
Tech,274,17.8,323.0
Sales,39,22.85,48.0
HR,272,10.28,300.0
Tech,155,-6.87,144.0
Finance,14,22.0,17.0
Sales,82,13.56,93.0
HR,199,10.27,219.0
Sales,256,5.74,271.0
Finance,162,7.63,174.0
Sales,128,18.39,152.0
Sales,162,-5.94,152.0
HR,104,-4.62,99.0
Finance,106,10.19,117.0
Tech,9,13.5,10.0
Tech,22,-5.72,21.0
Sales,115,-8.22,106.0
Finance,217,7.49,233.0
Tech,113,15.12,130.0
Finance,167,0.4,168.0
Finance,71,4.24,74.0
HR,94,21.39,114.0
Sales,36,8.67,39.0
Sales,268,6.38,285.0
Sales,25,10.12,28.0
Finance,158,9.83,174.0
Tech,253,0.26,254.0
Tech,22,7.28,24.0
Tech,194,15.92,225.0
Sales,214,14.7,245.0
HR,220,22.76,270.0
Tech,280,7.67,301.0
Finance,147,21.95,179.0
Tech,252,17.0,295.0
Finance,205,16.95,240.0
Tech,299,15.26,345.0
Tech,41,4.13,43.0
Sales,174,13.06,197.0
HR,104,14.68,119.0
Sales,174,15.12,200.0
Finance,43,22.91,53.0
Tech,45,22.26,55.0
Tech,284,10.49,314.0
Finance,213,-0.14,213.0
Tech,148,1.72,151.0
HR,133,13.74,151.0
Tech,158,-2.51,154.0
HR,71,6.97,76.0
Sales,244,-0.2,244.0
Sales,165,8.0,178.0
Sales,92,7.05,98.0
Sales,246,22.9,302.0
Sales,284,10.94,315.0
Finance,243,21.47,295.0
Sales,240,6.35,255.0
Tech,201,20.67,243.0
Sales,139,8.55,151.0
Tech,254,-4.17,243.0
Finance,272,1.71,277.0
Finance,212,-2.76,206.0
Finance,284,-0.0,284.0
Finance,218,4.2,227.0
Sales,48,-8.22,44.0
Finance,114,-9.05,104.0
Finance,58,20.41,70.0
Sales,173,13.8,197.0
Sales,119,0.32,119.0
Tech,175,-8.62,160.0
Finance,272,-2.1,266.0
HR,126,6.51,134.0
Sales,250,7.73,269.0
Sales,161,17.36,189.0
Finance,298,19.7,357.0
Tech,79,-7.4,73.0
Tech,270,11.64,301.0
HR,228,22.74,280.0
HR,296,-6.32,277.0
Sales,168,10.68,186.0
Finance,127,11.46,142.0
Finance,111,10.38,123.0
Tech,211,-4.75,201.0
Tech,176,21.03,213.0
Sales,278,2.54,285.0
Finance,292,19.44,349.0
Finance,66,-2.24,65.0
HR,181,7.38,194.0
Tech,14,-0.24,14.0
HR,128,2.02,131.0
Finance,171,-2.63,167.0
HR,108,-6.47,101.0
Finance,286,-9.28,259.0
Sales,42,13.72,48.0
HR,100,8.0,108.0
HR,245,-4.82,233.0
HR,279,3.92,290.0
Finance,146,-5.15,138.0
Tech,8,5.55,8.0
Finance,119,-3.26,115.0
Tech,266,17.21,312.0
Tech,193,-6.66,180.0
Tech,256,16.36,298.0
Tech,162,16.78,189.0
HR,13,5.1,14.0
Sales,180,6.63,192.0
HR,254,15.79,294.0
Sales,74,24.08,92.0
HR,229,-9.13,208.0
Finance,195,0.19,195.0
Sales,136,-7.8,125.0
Finance,183,2.16,187.0
HR,195,23.19,240.0
Sales,216,10.89,240.0
Tech,160,-7.69,148.0
Sales,231,1.69,235.0
HR,197,8.91,215.0
HR,109,7.25,117.0
Tech,93,-3.86,89.0
Finance,178,-7.56,165.0
HR,41,-8.38,38.0
HR,71,24.37,88.0
HR,127,2.69,130.0
Tech,102,-3.05,99.0
HR,277,-9.0,252.0
Sales,16,21.51,19.0
Sales,157,6.32,167.0
HR,129,2.04,132.0
Sales,235,8.68,255.0
Sales,171,14.61,196.0
Sales,38,3.15,39.0
Sales,56,13.63,64.0
Tech,283,16.85,331.0
Finance,22,-7.51,20.0
HR,93,-4.84,88.0
HR,211,-4.09,202.0
Tech,168,12.07,188.0
Finance,94,11.65,105.0
HR,77,23.26,95.0
Sales,188,16.09,218.0
Sales,221,24.55,275.0
Sales,126,17.18,148.0
HR,99,-2.56,96.0
HR,299,5.97,317.0
Sales,87,19.47,104.0
Tech,208,24.44,259.0
Tech,276,-2.22,270.0
Sales,98,-2.06,96.0
HR,62,3.27,64.0
Sales,164,-8.94,149.0
Sales,99,-3.14,96.0
HR,296,20.98,358.0
HR,294,7.83,317.0
HR,254,6.58,271.0
HR,137,21.74,167.0
HR,140,15.57,162.0
HR,168,-8.94,153.0
Tech,80,15.19,92.0
Tech,115,4.1,120.0
Tech,234,0.18,234.0
Finance,29,17.14,34.0
Finance,149,20.08,179.0
Sales,282,9.41,309.0
Sales,150,-6.18,141.0
Finance,215,-0.95,213.0
Finance,18,22.35,22.0
Sales,240,-8.15,220.0
Sales,256,-7.12,238.0
HR,249,1.45,253.0
Finance,232,-8.82,212.0
Finance,228,13.53,259.0
Sales,277,-2.62,270.0
Sales,111,-5.37,105.0
HR,291,13.73,331.0
Sales,29,18.37,34.0
Sales,230,4.33,240.0
Tech,48,23.01,59.0
Tech,146,13.48,166.0
Sales,290,-2.62,282.0
HR,138,23.36,170.0
Finance,234,16.48,273.0
Sales,71,-5.46,67.0
HR,17,5.59,18.0
Sales,130,22.82,160.0
Finance,7,21.8,9.0
Finance,249,-8.27,228.0
HR,141,7.79,152.0
Tech,131,14.41,150.0
HR,83,23.94,103.0
Finance,115,-8.15,106.0
Tech,126,0.93,127.0
Finance,84,-0.02,84.0
Sales,252,-2.95,245.0
Finance,160,1.62,163.0
Tech,250,21.22,303.0
Sales,212,20.43,255.0
Sales,19,11.54,21.0
HR,273,-6.19,256.0
Sales,160,21.51,194.0
HR,143,-9.86,129.0
Finance,137,-8.12,126.0
Tech,230,13.26,260.0
Tech,89,-0.54,89.0
Tech,261,13.51,296.0
Finance,195,9.65,214.0
HR,18,18.73,21.0
HR,122,24.56,152.0
Sales,232,10.2,256.0
HR,231,19.26,275.0
Tech,117,9.37,128.0
HR,225,20.87,272.0
Sales,196,-4.23,188.0
HR,142,16.11,165.0
Tech,7,10.37,8.0
Finance,251,22.18,307.0
Tech,11,24.91,14.0
Finance,17,20.51,20.0
HR,255,21.37,309.0
Finance,244,-0.55,243.0
Finance,208,12.38,234.0
Tech,221,22.05,270.0
HR,97,10.77,107.0
Finance,152,-9.26,138.0
Sales,220,24.05,273.0
Finance,82,-3.18,79.0
