department,current_headcount,projected_hiring,projected_attrition,planning_year
Finance,402,34,17,2026
IT,303,58,39,2026
Marketing,349,81,7,2026
Marketing,181,1,40,2025
Operations,104,26,11,2026
IT,481,59,71,2026
HR,109,30,31,2024
IT,481,11,12,2026
Finance,96,93,53,2024
Marketing,412,36,17,2024
Marketing,209,10,54,2024
Marketing,422,37,22,2025
Sales,386,46,34,2024
Sales,353,11,67,2026
IT,109,92,37,2024
Sales,348,97,44,2026
Finance,200,65,53,2025
HR,456,93,42,2025
IT,452,1,10,2024
Operations,342,47,67,2026
IT,184,34,76,2026
HR,57,20,12,2024
Operations,442,61,23,2026
Sales,336,11,25,2024
Finance,27,39,5,2026
Sales,422,74,74,2024
HR,254,12,55,2025
IT,189,18,72,2025
Operations,58,79,56,2026
IT,303,32,77,2026
Marketing,78,28,2,2026
Operations,480,10,22,2024
IT,267,20,59,2025
IT,20,82,22,2025
Sales,167,45,46,2025
Operations,109,15,64,2025
Sales,410,53,39,2025
Finance,491,82,40,2025
Finance,271,54,64,2026
HR,106,44,38,2026
HR,367,73,34,2025
Sales,496,23,77,2026
Sales,169,18,71,2024
Finance,158,47,11,2025
Operations,412,9,17,2026
HR,206,8,12,2024
IT,245,7,63,2024
Finance,29,55,19,2024
IT,147,11,39,2024
Finance,278,76,36,2025
Operations,317,67,44,2026
Operations,293,74,34,2025
Sales,279,52,36,2026
Marketing,419,95,65,2026
Finance,470,84,51,2025
IT,486,48,63,2025
Sales,259,9,22,2025
HR,260,59,15,2025
Sales,196,30,10,2025
Operations,45,99,46,2024
IT,117,99,67,2026
Sales,479,28,58,2024
Sales,267,10,25,2026
Sales,86,83,11,2024
Finance,350,66,67,2025
Finance,265,26,70,2024
HR,440,26,19,2026
Operations,230,28,23,2024
Finance,399,59,23,2025
Marketing,347,3,58,2024
Sales,288,93,43,2025
HR,314,71,14,2025
Operations,56,52,7,2026
Operations,115,39,15,2026
HR,370,89,1,2026
Operations,193,38,25,2026
Operations,251,52,49,2026
Operations,279,25,59,2024
IT,482,57,65,2026
Operations,25,74,33,2024
HR,41,68,4,2025
Finance,496,34,40,2024
Operations,75,32,28,2026
HR,449,13,24,2025
Operations,369,34,64,2025
Sales,102,4,28,2026
Finance,257,76,58,2025
Sales,100,62,7,2025
IT,213,50,58,2025
Finance,56,43,78,2025
Sales,32,56,71,2024
Sales,420,27,21,2025
IT,367,15,65,2024
HR,233,0,4,2024
IT,302,68,40,2024
Finance,175,17,30,2026
Sales,292,76,15,2024
Sales,414,22,21,2024
IT,469,76,77,2026
Sales,128,41,47,2024
Operations,92,73,46,2024
Marketing,421,94,28,2026
HR,302,66,63,2026
Sales,154,22,22,2025
HR,207,78,28,2024
Marketing,359,63,63,2026
Marketing,402,27,34,2025
Finance,217,58,29,2024
Sales,311,55,21,2026
IT,254,62,42,2025
Marketing,163,31,60,2025
Marketing,475,45,11,2024
Operations,161,91,54,2025
Operations,273,63,40,2026
HR,161,60,37,2025
Operations,436,79,3,2024
IT,485,35,0,2024
Operations,343,65,51,2026
HR,445,91,41,2026
Marketing,463,43,71,2024
Operations,58,70,38,2026
HR,209,59,15,2026
Finance,221,8,69,2024
Marketing,132,3,69,2024
Operations,302,7,38,2025
Sales,119,98,17,2026
Operations,65,48,41,2026
IT,111,21,14,2025
Finance,377,95,20,2024
Finance,224,98,75,2026
HR,466,51,40,2024
Marketing,267,8,46,2025
HR,75,61,30,2025
Marketing,128,94,49,2026
HR,136,39,38,2026
IT,164,20,47,2024
HR,298,66,32,2026
HR,391,48,73,2025
Sales,140,56,5,2025
Sales,91,17,15,2026
HR,336,65,31,2025
HR,201,24,20,2026
Marketing,267,7,44,2026
Sales,271,74,67,2025
HR,224,2,2,2024
HR,450,79,33,2025
HR,203,73,74,2024
Operations,186,0,76,2025
Operations,349,17,7,2026
Operations,304,15,35,2025
Sales,384,54,64,2025
Operations,366,23,70,2026
IT,408,74,1,2026
IT,28,88,54,2024
Marketing,223,96,63,2024
HR,167,34,31,2024
IT,344,7,23,2026
HR,350,17,68,2025
Sales,447,78,42,2025
IT,265,76,29,2024
IT,34,66,44,2024
IT,242,47,50,2024
IT,336,39,22,2025
Sales,208,96,51,2026
Sales,361,50,10,2024
IT,81,58,27,2025
IT,430,52,1,2026
IT,372,9,51,2025
HR,115,80,20,2026
Operations,272,50,72,2025
Operations,67,35,5,2024
Finance,117,40,44,2024
Sales,294,73,20,2025
IT,443,29,34,2025
IT,348,48,41,2026
Sales,388,65,57,2026
Operations,294,13,68,2024
Sales,69,12,18,2026
HR,72,32,62,2025
Finance,301,35,68,2026
Marketing,480,43,28,2026
Finance,96,89,72,2026
IT,273,98,44,2026
HR,69,9,20,2026
Sales,136,42,42,2024
Sales,430,93,58,2025
Operations,279,1,0,2025
HR,292,23,41,2025
HR,42,56,43,2026
Finance,233,51,70,2024
Finance,393,74,24,2024
Sales,198,9,60,2026
Sales,162,21,42,2025
HR,370,97,10,2024
HR,229,43,26,2024
Finance,402,97,27,2024
Finance,344,36,32,2024
Finance,480,84,46,2024
IT,459,43,44,2026
IT,143,71,6,2024
Finance,181,0,38,2025
IT,42,62,15,2026
Sales,452,80,2,2024
IT,32,31,33,2025
IT,143,84,38,2025
Operations,280,54,40,2026
Sales,206,26,64,2024
Sales,223,41,62,2026
Marketing,208,44,8,2025
Operations,83,92,5,2024
Finance,265,4,28,2024
Operations,109,73,24,2024
Sales,413,61,5,2025
Operations,375,9,40,2024
Finance,147,91,12,2026
Marketing,478,97,3,2026
HR,269,9,48,2025
Sales,117,20,37,2024
Finance,496,18,4,2024
Operations,296,18,37,2024
Sales,214,47,57,2025
IT,147,12,2,2026
HR,435,12,35,2026
Finance,322,94,13,2025
Marketing,80,66,16,2026
Marketing,317,48,57,2026
Finance,471,63,12,2024
HR,452,30,58,2026
IT,121,36,43,2025
Marketing,169,74,46,2025
Operations,300,93,21,2024
IT,394,28,66,2024
Finance,315,14,23,2024
IT,100,94,35,2026
Sales,344,63,17,2024
Operations,458,1,57,2025
Marketing,236,51,62,2025
Operations,167,84,43,2024
Marketing,362,53,31,2025
HR,428,43,14,2025
Sales,229,57,17,2024
Sales,95,74,77,2026
Operations,92,0,14,2026
Sales,99,27,13,2024
Sales,458,91,3,2024
HR,130,92,70,2024
Finance,358,38,31,2026
Marketing,228,21,57,2025
HR,379,3,9,2024
Finance,452,72,77,2024
HR,453,20,73,2024
IT,384,32,21,2025
Sales,126,9,65,2026
Marketing,172,73,79,2026
Marketing,90,77,13,2025
IT,284,93,49,2025
Finance,247,11,4,2025
IT,120,2,11,2026
IT,186,2,25,2025
Marketing,67,62,58,2026
HR,33,10,62,2026
Operations,331,42,16,2026
Operations,154,42,67,2026
Finance,309,21,42,2024
Finance,114,3,12,2024
Finance,21,90,20,2026
Sales,164,85,59,2024
Sales,284,41,24,2025
Finance,115,0,21,2024
IT,197,17,55,2024
HR,494,58,77,2025
Finance,385,89,45,2025
Finance,168,70,74,2024
HR,391,41,74,2025
Marketing,315,53,34,2026
Sales,78,67,65,2024
Sales,237,6,77,2025
Operations,395,38,23,2026
IT,287,33,16,2025
Operations,392,54,20,2026
Finance,268,27,15,2025
Operations,104,64,8,2025
Finance,145,75,7,2026
Marketing,416,29,33,2026
Marketing,119,37,50,2024
Sales,82,30,25,2025
Marketing,70,21,10,2024
Operations,168,54,44,2026
Operations,232,35,76,2024
Sales,245,14,38,2026
IT,231,82,47,2024
Operations,233,53,28,2026
HR,214,3,13,2026
IT,300,41,77,2024
Finance,480,50,36,2025
Operations,222,62,28,2026
Sales,234,26,40,2025
Sales,293,57,74,2025
Finance,438,11,8,2026
IT,245,7,76,2026
Sales,482,85,10,2024
Operations,409,19,6,2026
Finance,302,75,42,2026
Sales,321,45,10,2026
Sales,86,14,31,2026
Finance,185,72,59,2025
Sales,170,16,9,2026
IT,33,99,76,2025
Sales,194,95,47,2026
IT,191,99,17,2024
HR,299,63,1,2025
Sales,316,26,61,2024
Sales,425,89,17,2024
HR,342,29,37,2024
Marketing,428,48,43,2025
Finance,465,3,26,2024
Operations,127,54,51,2026
Finance,23,28,45,2024
Sales,129,91,31,2024
HR,213,42,42,2024
Operations,335,29,22,2026
Marketing,219,26,44,2026
HR,359,92,8,2024
HR,402,73,48,2024
Sales,384,67,9,2025
Sales,104,5,19,2026
HR,373,60,54,2025
IT,413,82,62,2024
Operations,197,58,36,2026
Marketing,250,15,12,2024
Operations,118,60,72,2026
Operations,240,79,54,2025
Finance,71,66,58,2025
Operations,419,99,4,2024
Marketing,151,90,26,2024
Finance,252,10,35,2026
Sales,448,59,48,2025
Marketing,244,14,63,2025
HR,148,30,10,2025
Marketing,364,60,77,2025
HR,83,72,35,2026
HR,274,60,8,2025
Operations,298,96,8,2024
IT,434,8,63,2026
HR,35,14,61,2024
Operations,268,89,41,2024
IT,147,8,56,2026
Sales,418,69,1,2024
Operations,21,51,60,2026
Operations,240,30,53,2026
HR,140,85,69,2024
IT,483,91,65,2025
IT,200,26,42,2026
Marketing,240,32,6,2025
Sales,375,97,43,2024
Sales,193,8,39,2024
Sales,212,82,63,2026
Sales,327,68,60,2024
HR,412,63,4,2025
Operations,190,87,0,2024
IT,348,64,37,2026
Sales,332,15,14,2026
Sales,494,28,43,2025
IT,426,64,71,2026
Operations,130,41,18,2024
Marketing,209,79,72,2026
HR,387,32,56,2024
Finance,498,54,41,2024
IT,96,60,3,2024
Finance,471,26,16,2025
IT,478,3,51,2024
Operations,38,26,50,2025
Sales,232,90,70,2026
HR,478,32,45,2024
IT,417,17,52,2024
Marketing,103,18,7,2025
Marketing,459,8,18,2024
Operations,454,91,54,2026
Finance,181,42,36,2026
IT,297,14,54,2025
Operations,40,60,24,2024
IT,50,56,61,2026
IT,264,3,40,2025
IT,330,13,34,2025
Finance,380,68,72,2024
Operations,138,14,65,2025
Finance,182,30,74,2025
Marketing,268,14,30,2024
Sales,409,96,71,2026
Operations,310,23,31,2024
IT,360,4,64,2025
Finance,201,10,29,2025
IT,434,64,39,2026
Operations,233,13,27,2025
Marketing,401,15,14,2024
Sales,418,8,0,2024
Marketing,325,33,26,2024
IT,74,18,32,2025
Marketing,426,53,24,2025
Marketing,248,4,11,2026
Operations,66,24,72,2025
IT,288,23,22,2026
Operations,309,60,77,2025
Sales,432,89,70,2024
Marketing,102,19,26,2024
Operations,314,99,48,2024
HR,356,11,62,2024
Finance,376,31,63,2025
Marketing,379,41,47,2024
Marketing,466,81,56,2024
Marketing,443,43,40,2025
Finance,447,31,71,2025
Operations,296,15,16,2026
Operations,445,51,40,2026
Sales,95,47,61,2026
Sales,88,32,42,2026
Finance,145,46,34,2026
IT,391,30,66,2025
Operations,166,90,63,2024
IT,368,23,6,2024
Sales,124,51,51,2025
Marketing,490,64,28,2026
Marketing,109,15,63,2026
Finance,241,45,36,2025
Sales,51,28,3,2026
IT,259,65,32,2024
Marketing,369,66,23,2024
HR,234,60,13,2025
Finance,55,56,62,2024
Finance,278,22,40,2024
Operations,476,59,59,2026
Finance,348,46,33,2025
IT,139,18,38,2025
HR,171,70,78,2026
Marketing,283,74,70,2024
IT,75,61,5,2026
HR,342,22,42,2026
Sales,310,41,0,2025
IT,132,34,26,2025
Finance,107,10,40,2024
IT,243,7,2,2025
IT,326,66,66,2025
Marketing,364,80,63,2026
Finance,356,58,19,2025
HR,56,93,36,2026
Finance,109,27,51,2024
Operations,71,15,62,2025
Operations,356,18,11,2026
Sales,310,50,43,2024
HR,355,6,31,2024
IT,193,41,24,2026
HR,147,5,44,2026
HR,362,73,32,2026
Operations,368,23,53,2025
Marketing,316,68,28,2025
Sales,69,87,43,2026
HR,470,51,16,2025
IT,453,1,34,2025
HR,402,86,23,2025
Sales,130,5,4,2024
Marketing,137,92,22,2024
HR,38,81,12,2026
Operations,75,47,41,2024
Sales,214,28,49,2025
IT,127,90,28,2024
Operations,350,8,61,2025
Operations,200,35,17,2024
IT,30,1,14,2026
Marketing,350,58,7,2024
Finance,147,62,78,2025
Sales,428,59,14,2026
Finance,72,41,79,2026
HR,413,50,65,2026
Sales,183,61,75,2024
Finance,480,47,61,2024
Sales,173,76,8,2026
Sales,59,16,48,2026
HR,214,40,67,2024
IT,435,47,13,2026
Sales,70,95,44,2025
Finance,191,60,57,2026
Finance,474,53,28,2024
Sales,57,51,72,2026
IT,459,76,24,2025
Operations,157,47,70,2025
Finance,218,61,50,2025
Operations,51,83,46,2025
Operations,22,22,62,2025
HR,217,5,32,2024
HR,295,50,2,2026
Finance,445,44,30,2025
Sales,387,89,65,2025
Marketing,185,29,2,2024
HR,219,62,71,2026
Marketing,331,16,62,2026
Marketing,232,52,24,2025
Operations,127,96,23,2026
Operations,115,51,31,2024
IT,377,39,59,2024
HR,98,72,26,2025
IT,483,74,27,2025
Sales,158,22,69,2025
Sales,106,24,2,2026
IT,40,2,13,2026
HR,377,90,45,2025
Marketing,371,32,7,2024
IT,201,94,70,2025
Operations,212,46,29,2024
HR,164,89,45,2024
Sales,147,47,22,2025
IT,207,99,49,2025
Operations,302,21,75,2024
Sales,247,55,42,2025
IT,324,96,43,2025
Finance,146,32,70,2024
HR,408,28,60,2024
Operations,205,50,62,2025
Marketing,301,70,78,2026
HR,81,76,51,2024
Marketing,150,95,62,2025
HR,409,33,44,2025
Marketing,494,32,20,2025
Operations,476,68,69,2026
HR,418,91,7,2024
Finance,284,43,11,2024
Operations,399,73,10,2026
HR,485,50,68,2024
Finance,110,60,34,2024
Finance,215,1,35,2024
Finance,174,42,29,2025
HR,435,6,57,2025
Sales,383,73,29,2024
Sales,240,99,26,2026
Marketing,133,96,16,2025
Operations,49,36,66,2026
IT,293,86,20,2025
Sales,453,86,40,2026
IT,423,75,72,2024
Sales,244,4,47,2026
Finance,454,63,57,2026
HR,371,27,69,2025
HR,429,47,11,2025
Marketing,61,16,66,2025
HR,394,43,0,2025
Operations,479,26,61,2024
Sales,469,87,6,2026
Operations,102,23,23,2025
Sales,134,96,64,2026
IT,227,14,39,2026
Operations,464,28,77,2025
Finance,37,92,32,2024
Finance,486,23,72,2024
Marketing,182,24,5,2026
Sales,442,58,51,2025
IT,327,6,0,2024
Marketing,207,87,5,2025
Finance,381,25,60,2026
Sales,60,87,21,2025
Finance,217,14,34,2026
Sales,375,64,73,2025
Finance,53,47,25,2025
IT,246,39,73,2025
IT,275,75,37,2026
IT,451,58,42,2025
Sales,315,2,29,2024
Finance,180,31,18,2025
Finance,454,94,37,2025
Operations,394,52,64,2026
Operations,33,48,43,2025
Marketing,355,75,51,2026
IT,135,9,18,2026
Marketing,225,65,49,2026
Finance,375,21,52,2024
IT,212,22,45,2025
Marketing,250,94,9,2026
Sales,190,22,27,2025
HR,391,75,8,2024
Operations,28,44,28,2026
Marketing,446,83,73,2025
Sales,370,82,57,2026
Finance,20,19,54,2025
Marketing,174,86,62,2025
Operations,171,32,5,2024
Sales,454,77,14,2025
Marketing,393,78,27,2026
Sales,478,66,41,2024
Finance,462,9,15,2026
HR,326,66,23,2025
IT,252,33,1,2024
Marketing,23,47,76,2026
HR,420,77,52,2024
Marketing,474,30,39,2025
IT,345,51,55,2024
Finance,257,79,71,2024
IT,52,17,16,2026
Sales,183,80,61,2025
IT,289,71,40,2025
HR,141,4,20,2025
Marketing,179,9,29,2026
HR,466,46,37,2026
Sales,280,16,22,2025
IT,450,6,28,2024
Marketing,386,58,70,2025
IT,328,69,77,2026
Marketing,332,52,74,2025
Operations,404,37,68,2024
Operations,147,1,0,2026
HR,127,67,54,2024
HR,169,16,6,2024
IT,333,31,9,2025
Finance,182,40,31,2026
IT,455,7,35,2024
HR,400,33,21,2024
HR,317,23,62,2026
HR,387,14,36,2025
IT,47,13,19,2024
Marketing,48,1,38,2024
IT,131,76,39,2026
Sales,23,68,2,2025
HR,326,13,71,2024
Operations,275,53,61,2026
Marketing,492,27,75,2026
Operations,297,11,66,2026
HR,372,66,30,2025
Operations,175,5,59,2025
HR,350,47,4,2024
Marketing,413,68,41,2025
Sales,367,94,10,2025
HR,495,68,9,2024
Finance,40,12,44,2024
Marketing,101,44,52,2024
Operations,78,27,52,2026
Finance,41,17,53,2024
Operations,21,6,77,2025
IT,421,89,48,2026
HR,424,27,78,2024
HR,108,15,50,2024
Finance,244,56,50,2024
Operations,354,62,68,2025
IT,155,92,49,2026
Operations,245,30,12,2026
Sales,221,43,73,2026
Operations,52,36,9,2026
HR,113,56,52,2025
Marketing,71,46,51,2025
HR,188,66,7,2026
Operations,84,86,18,2026
Sales,323,2,0,2024
IT,154,86,14,2026
IT,166,93,32,2025
Marketing,194,62,56,2026
Operations,401,15,47,2025
Sales,119,63,61,2024
Sales,238,33,23,2026
Sales,113,37,1,2026
HR,127,91,43,2026
Sales,188,53,75,2026
Finance,219,43,19,2024
IT,287,61,46,2025
Sales,94,72,61,2025
Sales,345,43,58,2024
HR,304,52,15,2024
Marketing,203,90,67,2026
Marketing,220,98,78,2025
Marketing,194,71,67,2024
Finance,249,67,8,2025
Operations,152,9,2,2024
Operations,229,81,59,2024
IT,314,37,68,2025
Sales,210,80,21,2024
IT,42,13,7,2026
Finance,152,92,67,2024
HR,419,36,29,2025
Operations,36,25,32,2024
Sales,110,9,16,2025
IT,403,49,9,2024
Finance,418,80,75,2025
Sales,149,45,68,2025
Finance,327,56,39,2025
IT,36,78,35,2026
Sales,194,54,68,2025
IT,89,11,20,2025
Marketing,149,20,64,2025
Sales,34,1,69,2024
Marketing,39,94,3,2025
Marketing,339,60,41,2026
Marketing,394,31,33,2026
IT,74,74,71,2025
IT,49,41,61,2026
Marketing,482,56,38,2026
Finance,459,83,56,2026
Sales,122,26,55,2026
Sales,41,51,25,2024
IT,115,66,22,2024
Finance,311,88,45,2025
Operations,170,12,70,2026
Operations,327,89,69,2024
Finance,266,45,25,2026
Marketing,369,79,34,2024
Finance,34,97,2,2026
IT,435,89,57,2026
Operations,411,78,39,2024
Marketing,307,15,44,2024
Sales,431,56,15,2026
Marketing,493,76,36,2026
HR,389,54,5,2025
Operations,162,2,66,2024
IT,282,23,3,2026
IT,302,60,77,2026
IT,245,32,4,2024
Finance,476,2,38,2025
IT,463,37,11,2026
HR,158,94,39,2024
Operations,389,15,37,2025
Finance,88,20,72,2026
Marketing,169,98,7,2024
Marketing,286,88,48,2025
HR,182,91,71,2026
Sales,129,20,45,2024
HR,236,31,64,2026
Operations,29,49,51,2024
Sales,26,8,44,2025
Operations,174,88,71,2025
Finance,32,73,38,2026
Operations,289,91,33,2025
Finance,359,7,45,2025
IT,402,27,10,2026
HR,447,81,23,2024
IT,411,55,13,2026
Marketing,289,99,10,2025
Sales,417,50,41,2025
Finance,158,47,73,2025
Marketing,303,35,49,2026
IT,112,54,18,2026
HR,29,9,2,2026
Sales,384,46,70,2026
IT,48,12,31,2025
Sales,468,21,39,2026
Sales,247,42,21,2024
Marketing,286,34,62,2024
IT,335,41,46,2026
Marketing,392,7,12,2025
HR,78,9,4,2025
IT,349,65,61,2026
HR,420,35,59,2024
Sales,216,97,65,2025
Sales,436,80,68,2024
Finance,155,44,14,2026
IT,99,87,3,2026
Operations,330,50,76,2025
Sales,196,56,48,2026
Sales,207,72,68,2024
Finance,207,67,40,2026
Marketing,361,39,79,2024
Operations,389,95,70,2024
Sales,412,73,38,2025
Operations,331,49,13,2024
HR,489,54,39,2025
HR,334,55,67,2025
IT,30,84,35,2025
Operations,266,74,62,2024
Finance,165,96,43,2024
IT,75,2,68,2025
Sales,122,13,75,2025
Sales,229,76,32,2026
Operations,399,91,37,2024
Operations,221,31,3,2024
Sales,386,4,11,2026
HR,47,58,38,2025
Finance,130,70,5,2026
HR,246,52,46,2026
HR,182,33,47,2024
Sales,402,68,42,2025
Operations,56,95,76,2026
Sales,86,34,52,2025
Operations,320,20,77,2026
Operations,268,39,45,2024
Sales,63,35,54,2024
IT,182,84,40,2025
Sales,402,44,49,2026
IT,241,28,61,2026
HR,30,34,54,2024
HR,154,39,39,2026
Finance,280,45,68,2026
IT,146,45,73,2025
Operations,491,66,76,2026
IT,202,77,44,2024
Sales,151,47,17,2026
Sales,474,55,11,2026
Marketing,490,11,57,2026
IT,464,23,19,2025
Operations,132,29,29,2024
Sales,351,49,55,2025
Operations,404,3,48,2025
Finance,336,69,50,2025
Operations,422,14,19,2025
HR,129,92,28,2025
IT,245,15,45,2025
Operations,353,17,48,2026
Finance,383,91,60,2024
Finance,183,51,50,2024
Marketing,435,85,30,2024
HR,216,86,74,2024
HR,254,53,0,2025
Operations,326,21,39,2026
Finance,143,54,21,2024
Finance,317,46,53,2024
Finance,343,15,35,2024
Sales,430,53,35,2026
IT,101,67,24,2025
Finance,91,57,52,2024
Sales,27,46,59,2026
Sales,161,28,34,2024
Marketing,85,66,59,2025
HR,396,87,73,2025
Marketing,474,89,43,2026
IT,268,63,64,2025
IT,272,2,15,2024
Sales,228,21,51,2025
Finance,121,26,48,2024
HR,393,42,27,2026
Sales,349,19,9,2026
Finance,115,56,8,2026
IT,403,7,24,2024
Operations,392,44,36,2024
Finance,330,57,4,2026
IT,246,86,20,2025
Sales,352,49,24,2025
Finance,197,68,24,2024
HR,262,50,11,2024
Finance,332,93,39,2025
Operations,431,66,27,2024
Operations,155,22,77,2024
IT,131,33,16,2025
Sales,437,24,67,2024
HR,45,77,9,2026
Finance,346,72,6,2024
HR,399,73,40,2025
Sales,447,16,61,2025
HR,298,42,31,2025
Operations,289,18,74,2026
Finance,157,94,49,2024
Sales,238,9,78,2025
Operations,147,6,77,2024
IT,72,41,21,2024
IT,296,43,23,2025
Marketing,303,99,71,2026
Operations,216,15,14,2025
Marketing,168,42,37,2024
Sales,145,47,75,2026
Sales,278,20,66,2026
Operations,242,59,73,2026
Sales,216,32,30,2024
Marketing,69,23,68,2024
Marketing,86,16,56,2024
Sales,186,0,65,2026
Operations,263,48,5,2025
Operations,465,48,36,2024
Finance,484,6,67,2026
Operations,356,82,13,2026
IT,131,15,41,2025
Operations,139,42,45,2025
Finance,135,97,47,2024
Operations,140,33,15,2024
HR,200,24,27,2026
Marketing,434,94,18,2026
Marketing,238,33,56,2026
IT,35,26,78,2024
IT,411,2,35,2026
HR,136,67,66,2026
IT,56,86,36,2024
Operations,146,94,71,2024
Finance,235,33,57,2026
Operations,458,98,3,2024
Marketing,181,43,40,2026
Finance,296,39,14,2026
Marketing,139,84,36,2024
Marketing,168,32,33,2024
Finance,40,87,23,2026
Sales,426,57,54,2026
HR,212,27,7,2025
HR,488,52,47,2025
HR,178,38,26,2026
HR,33,98,69,2025
HR,164,90,76,2025
Marketing,220,83,11,2025
Marketing,146,52,56,2026
IT,365,21,4,2024
IT,156,28,69,2024
IT,466,7,49,2024
Marketing,198,82,44,2025
Operations,172,11,30,2026
Operations,124,49,18,2024
Marketing,87,27,45,2025
Finance,370,85,18,2025
Marketing,485,65,35,2025
Operations,307,93,40,2026
Sales,301,93,70,2026
Sales,190,1,66,2026
Sales,307,62,79,2024
Operations,187,64,10,2024
Operations,382,29,4,2025
IT,422,89,29,2026
IT,151,6,62,2024
Marketing,393,11,60,2026
Sales,210,52,57,2025
IT,57,34,41,2025
Finance,49,32,69,2026
Marketing,309,38,35,2025
Operations,37,48,22,2026
HR,499,89,75,2025
Finance,74,62,62,2025
HR,21,45,75,2025
Operations,451,98,3,2026
Sales,161,43,53,2026
Operations,459,36,5,2024
Operations,26,66,60,2026
IT,295,90,49,2026
Operations,331,64,1,2024
IT,398,28,20,2024
HR,160,89,61,2024
HR,334,85,42,2024
Marketing,479,6,5,2026
Operations,24,81,65,2024
Finance,108,45,7,2026
Sales,214,92,3,2026
Finance,22,7,25,2026
IT,94,84,12,2026
Marketing,416,48,54,2024
Operations,114,50,41,2025
Sales,243,72,30,2025
Marketing,237,53,29,2024
Marketing,177,84,6,2024
Sales,119,47,55,2026
Operations,312,45,70,2024
Finance,431,0,32,2025
IT,429,43,74,2025
IT,118,66,76,2026
Finance,471,8,73,2024
Finance,401,36,70,2026
Finance,388,97,64,2026
Marketing,138,49,3,2025
IT,477,66,10,2024
HR,476,85,13,2026
HR,20,81,50,2025
Operations,220,31,42,2024
IT,404,13,69,2025
Sales,81,72,49,2026
Sales,360,94,50,2024
Operations,129,78,46,2026
Finance,423,30,9,2026
HR,253,13,11,2024
Operations,268,36,58,2026
Marketing,289,58,53,2025
Finance,146,70,34,2025
IT,213,13,25,2024
IT,379,16,41,2026
Sales,202,86,37,2026
IT,410,87,71,2024
Marketing,480,45,13,2024
Sales,86,65,19,2026
Sales,155,57,68,2024
Operations,385,46,51,2025
HR,290,23,75,2024
Marketing,23,73,3,2025
HR,125,81,62,2024
IT,395,78,52,2025
IT,358,2,35,2025
IT,371,52,8,2025
HR,138,0,19,2024
Operations,427,48,69,2026
Operations,25,92,16,2024
Sales,160,80,62,2024
Operations,328,40,40,2026
Finance,207,31,37,2026
Finance,258,94,36,2025
HR,332,53,64,2024
HR,466,69,21,2025
HR,100,14,24,2024
HR,128,96,8,2024
Sales,297,41,60,2026
HR,38,8,76,2026
Operations,398,48,53,2026
Finance,333,26,12,2025
Operations,432,30,4,2026
Sales,344,68,3,2026
Sales,474,76,55,2026
Operations,82,67,16,2025
Operations,255,37,70,2025
Marketing,405,24,8,2026
Finance,52,93,47,2025
HR,386,16,8,2026
HR,335,80,76,2024
Finance,231,55,0,2025
Operations,399,93,36,2026
Marketing,308,14,73,2025
Operations,448,33,65,2026
IT,328,40,30,2026
Marketing,45,51,30,2026
HR,376,14,79,2025
IT,135,95,31,2024
HR,253,11,23,2024
Finance,302,36,74,2025
Finance,244,72,49,2026
Operations,424,77,28,2024
Finance,470,43,5,2024
IT,365,74,0,2026
Marketing,236,40,24,2026
Operations,457,12,14,2025
IT,327,66,43,2024
Operations,278,55,21,2024
Finance,127,89,56,2026
Marketing,371,56,71,2025
Operations,215,98,72,2026
Operations,420,40,0,2025
Finance,385,87,26,2025
